Heavy atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
28,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)oc1ccccc12,[0],[Li]<-O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)oc1ccccc12,['O([P])']
28,CN(C)C(c1ccccc1)c1cccc(C2=NNN(c3ccccc3)[C]2)c1,[25],[Be]=C1C(c2cccc(C(c3ccccc3)N(C)C)c2)=NNN1c1ccccc1,['C_carb([C])([N])']
28,Cc1cccc(N2[C]N(CS(=O)(=O)c3ccccc3)c3ccccc32)c1C,[7],[Be]=C1N(CS(=O)(=O)c2ccccc2)c2ccccc2N1c1cccc(C)c1C,['C_carb([N])([N])']
28,Cc1cc(C)c(N2[C]N(CC(=O)c3cc(F)c(F)c(F)c3F)C=C2)c(C)c1,[7],[Be]=C1N(CC(=O)c2cc(F)c(F)c(F)c2F)C=CN1c1c(C)cc(C)cc1C,['C_carb([N])([N])']
28,c1ccc([PH]2(=C3CCCCC3)(c3ccccc3)NCCCNCCN2)cc1,[21],[Li]<-N1CCCN[PH](=C2CCCCC2)(c2ccccc2)(c2ccccc2)NCC1,['N([C])([C])']
28,CC(=O)Oc1ncnc2c1OCCN2P(c1ccccc1)c1ccccc1,[14],[Li]<-P(c1ccccc1)(c1ccccc1)N1CCOc2c(OC(C)=O)ncnc21,['P([C])([C])([N])']
28,CC(C)N(C)c1cccc2nc(-c3ccccn3)c(-c3ccccc3)nc12,[17],[Li]<-n1ccccc1-c1nc2cccc(N(C)C(C)C)c2nc1-c1ccccc1,['N([C])([C])']
28,Cc1cc(C)c(N2[C]N(CC(=O)c3c(F)c(F)cc(F)c3F)CC2)c(C)c1,[7],[Be]=C1N(CC(=O)c2c(F)c(F)cc(F)c2F)CCN1c1c(C)cc(C)cc1C,['C_carb([N])([N])']
28,COC(=O)c1nc(-c2cc(C)c3n2CCC3)np1C([Si](C)(C)C)[Si](C)(C)C,[17],[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2cc(C)c3n2CCC3)nc1C(=O)OC,['P([C])([N])([C])']
28,COC(=O)c1ccc(P(c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,[8],[Li]<-P(c1ccccc1)(c1ccc(C(=O)OC)cc1)c1ccc(C(F)(F)F)cc1,['P([C])([C])([C])']
28,CC1=C(C)C(C)(P2N=C(c3ccccc3)OC2c2ccccc2)C(C)=C1C,[6],[Li]<-P1(C2(C)C(C)=C(C)C(C)=C2C)N=C(c2ccccc2)OC1c1ccccc1,['P([C])([N])([C])']
28,CCCN1[C]N(c2ccc(C)cc2)c2c1c1ccccc1c1ccccc21,[4],[Be]=C1N(CCC)c2c(c3ccccc3c3ccccc23)N1c1ccc(C)cc1,['C_carb([N])([N])']
28,COC(=O)c1ccc(C(=O)OC)c(CN2[C]N(c3ccccc3)C=C2)c1C,[15],[Be]=C1N(Cc2c(C(=O)OC)ccc(C(=O)OC)c2C)C=CN1c1ccccc1,['C_carb([N])([N])']
28,CCCN(P(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(C)cc1,[4],[Li]<-P(c1ccccc1)(c1ccccc1)N(CCC)S(=O)(=O)c1ccc(C)cc1,['P([C])([C])([N])']
28,[C]1N(C23CC4CC(CC(C4)C2)C3)CCCCN1C12CC3CC(CC(C3)C1)C2,[0],[Be]=C1N(C23CC4CC(CC(C4)C2)C3)CCCCN1C12CC3CC(CC(C3)C1)C2,['C_carb([N])([N])']
28,CC(c1ccccc1)C1CN(P(c2ccccc2)c2ccccc2)CCO1,[11],[Li]<-P(c1ccccc1)(c1ccccc1)N1CCOC(C(C)c2ccccc2)C1,['P([C])([C])([N])']
28,FC(F)(F)CCN(Cc1ccccc1)P(c1ccccc1)c1ccccc1,[14],[Li]<-P(c1ccccc1)(c1ccccc1)N(CCC(F)(F)F)Cc1ccccc1,['P([C])([C])([N])']
28,COC(=O)c1c(-c2ccccc2)c(N(C)C)np1C([Si](C)(C)C)[Si](C)(C)C,[17],[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(N(C)C)c(-c2ccccc2)c1C(=O)OC,['P([C])([N])([C])']
28,Oc1cccc(C=Nc2ccsc2P(c2ccccc2)c2ccccc2)n1,[13],[Li]<-P(c1ccccc1)(c1ccccc1)c1sccc1N=Cc1cccc(O)n1,['P([C])([C])([C])']
28,c1ccc(-c2nccc(N3CCSCc4cccc(c4)CSCC3)n2)nc1,[25],[Li]<-n1ccccc1-c1nccc(N2CCSCc3cccc(c3)CSCC2)n1,['N([C])([C])']
28,[O-]C(=S)SC1C(c2ccccc2)=CC(c2ccccc2)=C1c1ccccc1,[2],[Li]<-S=C([O-])SC1C(c2ccccc2)=CC(c2ccccc2)=C1c1ccccc1,['S([C])']
28,COc1ccc(N2[C]N(c3c(C)cccc3C)CCc3ccccc32)cc1,[7],[Be]=C1N(c2c(C)cccc2C)CCc2ccccc2N1c1ccc(OC)cc1,['C_carb([N])([N])']
28,COC(CP(c1ccccc1)c1ccccc1)(OC)P(C)c1ccccc1,[19],[Li]<-P(C)(c1ccccc1)C(CP(c1ccccc1)c1ccccc1)(OC)OC,['P([C])([C])([C])']
28,COC(=O)c1ccccc1P(c1ccccc1)c1ccccc1C(F)(F)F,[10],[Li]<-P(c1ccccc1)(c1ccccc1C(=O)OC)c1ccccc1C(F)(F)F,['P([C])([C])([C])']
28,Cc1ccc(-n2ccn(C(C)(C)C)c2=Nc2c(F)cc(F)cc2F)c(C)c1,[14],[Li]<-N(c1c(F)cc(F)cc1F)=c1n(-c2ccc(C)cc2C)ccn1C(C)(C)C,['N([C])([C])']
28,Cc1cc(C)c(C)c(N2[C]N(c3cc(C)c(C)cc3C)C3CCCCC32)c1,[9],[Be]=C1N(c2cc(C)c(C)cc2C)C2CCCCC2N1c1cc(C)cc(C)c1C,['C_carb([N])([N])']
28,C=C(c1ccccc1)c1ccc(N2[C]N3C=CC=C(C(C)(C)C)C3=N2)cc1,[13],[Be]=C1N2C=CC=C(C(C)(C)C)C2=NN1c1ccc(C(=C)c2ccccc2)cc1,['C_carb([N])([N])']
28,CO[C]C=C(C=C(OC(=O)c1ccccc1)c1ccccc1)n1cccc1,[2],[Be]=C(C=C(C=C(OC(=O)c1ccccc1)c1ccccc1)n1cccc1)OC,['C_carb([C])([O])']
28,[O-][N+](=Nc1cccc(-c2ccccc2)c1)c1cccc(-c2ccccc2)c1,[2],[Li]<-N(c1cccc(-c2ccccc2)c1)=[N+]([O-])c1cccc(-c2ccccc2)c1,['N([C])([N])']
28,Cc1cc(N2C(C)(C)NC[C]C2(N)c2cc(C)c(C)c(C)c2)cc(C)c1C,[10],[Be]=C1CNC(C)(C)N(c2cc(C)c(C)c(C)c2)C1(N)c1cc(C)c(C)c(C)c1,['C_carb([C])([C])']
28,CCN1[C]N(C(C)C)c2c(C3OCc4c(OC)cccc4C3=O)cccc21,[3],[Be]=C1N(CC)c2cccc(C3OCc4c(OC)cccc4C3=O)c2N1C(C)C,['C_carb([N])([N])']
28,CC(C)c1cccc(C(C)C)c1N1[C]C(N)(C2CC3CC(C3)C2(C)C)NC1,[13],[Be]=C1N(c2c(C(C)C)cccc2C(C)C)CNC1(N)C1CC2CC(C2)C1(C)C,['C_carb([N])([C])']
28,CC(=O)c1cn(-c2ccccc2)c(=Pc2ccccc2)n1-c1ccccc1,[13],[Li]<-P(c1ccccc1)=c1n(-c2ccccc2)cc(C(C)=O)n1-c1ccccc1,['P([C])([C])']
28,Cc1cc(N2C[C]N(C3c4ccccc4-c4ccccc43)C2)cc(C)c1C,[6],[Be]=C1CN(c2cc(C)c(C)c(C)c2)CN1C1c2ccccc2-c2ccccc21,['C_carb([C])([N])']
28,CC1CP(c2ccccc2)C12CC(c1ccccc1)=C(c1ccccc1)C2,[3],[Li]<-P1(c2ccccc2)CC(C)C12CC(c1ccccc1)=C(c1ccccc1)C2,['P([C])([C])([C])']
28,Cc1cc(N2[C]N(C(C)N(C)c3cc(C)c(C)c(C)c3)C=C2)cc(C)c1C,[5],[Be]=C1N(c2cc(C)c(C)c(C)c2)C=CN1C(C)N(C)c1cc(C)c(C)c(C)c1,['C_carb([N])([N])']
29,Cc1ccc(P(C2=CN(c3c(C)cc(C)cc3C)[C]N2)c2ccccc2)cc1,[18],[Be]=C1NC(P(c2ccccc2)c2ccc(C)cc2)=CN1c1c(C)cc(C)cc1C,['C_carb([N])([N])']
29,CC(Pc1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,[2],[Li]<-P(C(C)=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,['P([C])([C])']
29,CC1=CN(c2ccc(C(=O)Cl)cc2)C(P(c2ccccc2)c2ccccc2)S1,[14],[Li]<-P(c1ccccc1)(c1ccccc1)C1SC(C)=CN1c1ccc(C(=O)Cl)cc1,['P([C])([C])([C])']
29,Fc1ccccc1NPC(c1ccccc1)(c1ccccc1)c1ccccc1,[8],[Li]<-P(Nc1ccccc1F)C(c1ccccc1)(c1ccccc1)c1ccccc1,['P([N])([C])']
29,c1ccc(P(Cc2cc3ccccc3c3cccnc23)c2ccccc2)cc1,[18],[Li]<-n1cccc2c3ccccc3cc(CP(c3ccccc3)c3ccccc3)c21,['N([C])([C])']
29,CC(CN1[C]N(Cc2ccccc2)C=C1)=Nc1c(C(C)C)cccc1C(C)C,[4],[Be]=C1N(CC(C)=Nc2c(C(C)C)cccc2C(C)C)C=CN1Cc1ccccc1,['C_carb([N])([N])']
29,CCCCN1[C]N(Cc2cccc(Br)c2N(CCC)CCN)c2ccccc21,[5],[Be]=C1N(CCCC)c2ccccc2N1Cc1cccc(Br)c1N(CCC)CCN,['C_carb([N])([N])']
29,O=C(c1cccc2ccccc12)P(c1ccccc1)c1nc2ccccc2s1,[12],[Li]<-P(C(=O)c1cccc2ccccc12)(c1ccccc1)c1nc2ccccc2s1,['P([C])([C])([C])']
29,Cc1cc(C)c(N2[C]N(Cc3ccoc(=O)c3-c3ccccc3)C=C2)c(C)c1,[7],[Be]=C1N(Cc2ccoc(=O)c2-c2ccccc2)C=CN1c1c(C)cc(C)cc1C,['C_carb([N])([N])']
29,S=P(N=[PH](c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[0],[Li]<-S=P(N=[PH](c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,['S([P])']
29,CC(NP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[3],[Li]<-P(NC(C)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,['P([N])([C])([C])']
29,Oc1cc(-c2ccc(Pc3ccccc3)c3ccccc23)cc2ccccc12,[8],[Li]<-P(c1ccccc1)c1ccc(-c2cc(O)c3ccccc3c2)c2ccccc12,['P([C])([C])']
29,CCN1[C]N(c2ccc(C)c(C(O)(c3cccc(N)c3C)C(F)(F)F)c2)C=C1,[3],[Be]=C1N(CC)C=CN1c1ccc(C)c(C(O)(c2cccc(N)c2C)C(F)(F)F)c1,['C_carb([N])([N])']
29,CC(=O)CC(C)(C)NP(NC(C)c1ccc2ccccc2c1)c1ccccc1,[8],[Li]<-P(NC(C)c1ccc2ccccc2c1)(NC(C)(C)CC(C)=O)c1ccccc1,['P([N])([N])([C])']
29,c1ccc(P(c2ccccc2)c2ccc3oc(-c4ccccn4)nc3c2)cc1,[22],[Li]<-n1ccccc1-c1nc2cc(P(c3ccccc3)c3ccccc3)ccc2o1,['N([C])([C])']
29,Cc1ccc(N2[C]N(Cc3ccccc3N(C)C)c3ccccc32)c(C)c1C,[6],[Be]=C1N(Cc2ccccc2N(C)C)c2ccccc2N1c1ccc(C)c(C)c1C,['C_carb([N])([N])']
29,CC(=C1C=Cc2c(c(C)p(-c3ccccc3)c2C)C12C=CC=CC2)C(F)(F)F,[9],[Li]<-p1(-c2ccccc2)c(C)c2c(c1C)C1(C=CC=CC1)C(=C(C)C(F)(F)F)C=C2,['P([C])([C])([C])']
29,FC(F)(F)C1COC(c2ccccc2P(c2ccccc2)c2ccccc2)=N1,[14],[Li]<-P(c1ccccc1)(c1ccccc1)c1ccccc1C1=NC(C(F)(F)F)CO1,['P([C])([C])([C])']
29,CC(OP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[3],[Li]<-P(OC(C)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,['P([O])([C])([C])']
29,COc1ccccc1COCN1[C]N(c2ccccc2OC)c2ccccc21,[12],[Be]=C1N(COCc2ccccc2OC)c2ccccc2N1c1ccccc1OC,['C_carb([N])([N])']
29,CC(C)c1ccc(N2[C]N(C(C)C3Cc4ccccc4C3)C=C2)cc1C(C)C,[8],[Be]=C1N(c2ccc(C(C)C)c(C(C)C)c2)C=CN1C(C)C1Cc2ccccc2C1,['C_carb([N])([N])']
29,CC(=C(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,[15],[Li]<-P(C(C)=C(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
29,CCn1c(-c2ccncc2-c2nc3ccccc3n2CC)nc2ccccc21,[7],[Li]<-n1ccc(-c2nc3ccccc3n2CC)c(-c2nc3ccccc3n2CC)c1,['N([C])([C])']
29,OPC(c1ccccc1)(c1ccccc1)P(c1ccccc1)c1ccccc1,[1],[Li]<-P(O)C(c1ccccc1)(c1ccccc1)P(c1ccccc1)c1ccccc1,['P([O])([C])']
29,CC(C)c1ccccc1C(C)(c1ccccc1)N(C)N[C]Cc1ccccc1,[20],[Be]=C(Cc1ccccc1)NN(C)C(C)(c1ccccc1)c1ccccc1C(C)C,['C_carb([C])([N])']
29,Cc1ccc(N2[C]N(C(C)C(=O)c3cc(F)c(F)c(F)c3F)C=C2)c(C)c1C,[6],[Be]=C1N(c2ccc(C)c(C)c2C)C=CN1C(C)C(=O)c1cc(F)c(F)c(F)c1F,['C_carb([N])([N])']
29,COC(=O)c1ccc(P(c2ccccc2)c2ccc(C(OC)OC)cc2)cc1,[8],[Li]<-P(c1ccccc1)(c1ccc(C(=O)OC)cc1)c1ccc(C(OC)OC)cc1,['P([C])([C])([C])']
29,COc1cc(N2[C]CN(c3ccc(C(C)C)c(C(C)C)c3)C2)ccc1C(C)C,[6],[Be]=C1CN(c2ccc(C(C)C)c(C(C)C)c2)CN1c1ccc(C(C)C)c(OC)c1,['C_carb([C])([N])']
29,COC(=O)c1cccc(C(=O)Cl)c1OP1C2(C)CC3OC(C)(O2)C(C)C1(C)O3,[14],[Li]<-P1(Oc2c(C(=O)Cl)cccc2C(=O)OC)C2(C)CC3OC(C)(O2)C(C)C1(C)O3,['P([O])([C])([C])']
29,Cc1ccc(OC(C)NC(=O)C2CC3(C)C=CC2(C)P3c2ccccc2)cc1,[19],[Li]<-P1(c2ccccc2)C2(C)C=CC1(C)C(C(=O)NC(C)Oc1ccc(C)cc1)C2,['P([C])([C])([C])']
29,CC(P(c1ccccc1)c1ccccc1)=[PH](c1ccccc1)c1ccccc1,[2],[Li]<-P(C(C)=[PH](c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
29,FC(F)(F)c1ccc(OP(c2ccccc2)c2ccccc2)c(C(F)(F)F)c1,[9],[Li]<-P(Oc1ccc(C(F)(F)F)cc1C(F)(F)F)(c1ccccc1)c1ccccc1,['P([O])([C])([C])']
29,C=C(c1cccnc1)c1cccc(OC(C)(C)C(=C)c2cccc(OC)c2)c1,[6],[Li]<-n1cccc(C(=C)c2cccc(OC(C)(C)C(=C)c3cccc(OC)c3)c2)c1,['N([C])([C])']
29,FC(F)(F)c1cccc(P(c2ccccc2)c2ccccc2)c1-n1ccnc1,[9],[Li]<-P(c1ccccc1)(c1ccccc1)c1cccc(C(F)(F)F)c1-n1ccnc1,['P([C])([C])([C])']
29,CC(C)c1ccc(N2[C]C(=O)N(C3CCC(C)C(C(C)C)C3)C2)cc1C(C)C,[8],[Be]=C1C(=O)N(C2CCC(C)C(C(C)C)C2)CN1c1ccc(C(C)C)c(C(C)C)c1,['C_carb([C])([N])']
29,Cc1cccc(OP(c2ccccc2)c2cccc(-c3cccc(C)c3)c2)c1,[7],[Li]<-P(Oc1cccc(C)c1)(c1ccccc1)c1cccc(-c2cccc(C)c2)c1,['P([O])([C])([C])']
29,CC(C)c1cccc(C(C)C)c1N=C(Cn1ccn(C)c1=S)c1ccccc1,[21],[Li]<-S=c1n(C)ccn1CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccccc1,['S([C])']
29,CC(C)c1cccc(CN2C[C]CN(c3ccc(C(C)C)c(C(C)C)c3)C2)c1,[11],[Be]=C1CN(Cc2cccc(C(C)C)c2)CN(c2ccc(C(C)C)c(C(C)C)c2)C1,['C_carb([C])([C])']
29,CC(O)(O)c1cccc(P(c2ccccc2)c2ccccc2-c2cn[nH]c2)c1,[9],[Li]<-P(c1ccccc1)(c1cccc(C(C)(O)O)c1)c1ccccc1-c1cn[nH]c1,['P([C])([C])([C])']
29,CC(=O)c1ccc(CN2[C]N(Cc3ccccc3)C(c3ccccc3)=C2)cc1,[9],[Be]=C1N(Cc2ccc(C(C)=O)cc2)C=C(c2ccccc2)N1Cc1ccccc1,['C_carb([N])([N])']
29,COC(=O)c1cnc(C2(C)CC(c3cnccn3)=Nc3ccccc3N2)cn1,[17],[Li]<-n1ccncc1C1=Nc2ccccc2NC(C)(c2cnc(C(=O)OC)cn2)C1,['N([C])([C])']
29,Cc1ccc(-n2ccn(-c3ccccc3C(C)C)c2=NC2CCCCC2)cc1,[19],[Li]<-N(=c1n(-c2ccc(C)cc2)ccn1-c1ccccc1C(C)C)C1CCCCC1,['N([C])([C])']
29,Cc1cc(C)c(C(N)(P(c2ccccc2)c2ccccc2)C(C)(C)C)c(C)c1,[8],[Li]<-P(c1ccccc1)(c1ccccc1)C(N)(c1c(C)cc(C)cc1C)C(C)(C)C,['P([C])([C])([C])']
29,Cc1cc(-n2nnc(P(c3ccccc3)c3ccccc3)c2C)cc(C)c1C,[8],[Li]<-P(c1ccccc1)(c1ccccc1)c1nnn(-c2cc(C)c(C)c(C)c2)c1C,['P([C])([C])([C])']
29,COc1cc(N2[C]N(c3ccc(C(C)C)c(C(C)C)c3)C=C2)ccc1C(C)C,[6],[Be]=C1N(c2ccc(C(C)C)c(OC)c2)C=CN1c1ccc(C(C)C)c(C(C)C)c1,['C_carb([N])([N])']
29,CC(=C(c1ccccc1)c1ccccc1)P(c1ccccc1)C1CCCCC1,[15],[Li]<-P(C(C)=C(c1ccccc1)c1ccccc1)(c1ccccc1)C1CCCCC1,['P([C])([C])([C])']
29,CC(Nc1ccccc1-c1ccccc1)P(c1ccccc1)c1ccccc1,[15],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)Nc1ccccc1-c1ccccc1,['P([C])([C])([C])']
29,CC(C)(C)c1noc(-c2ccccc2N2[C]N(CCc3ccccc3)C=C2)n1,[15],[Be]=C1N(CCc2ccccc2)C=CN1c1ccccc1-c1nc(C(C)(C)C)no1,['C_carb([N])([N])']
29,Cc1cccc(C)c1C(C)(n1cccn1)P(c1ccccc1)c1ccccc1,[15],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)(c1c(C)cccc1C)n1cccn1,['P([C])([C])([C])']
29,CC(C)c1ccc(N2[C]N(Cc3ccncc3[Si](C)(C)C)C=C2)cc1C(C)C,[8],[Be]=C1N(Cc2ccncc2[Si](C)(C)C)C=CN1c1ccc(C(C)C)c(C(C)C)c1,['C_carb([N])([N])']
29,CCc1cccc2c(-c3ccccc3Cc3ccccc3OC)c(C)cnc12,[26],[Li]<-n1cc(C)c(-c2ccccc2Cc2ccccc2OC)c2cccc(CC)c21,['N([C])([C])']
29,CC(PC1CCCCC1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,[2],[Li]<-P(C(C)=P(c1ccccc1)(c1ccccc1)c1ccccc1)C1CCCCC1,['P([C])([C])']
29,c1ccc(-c2[nH]c3ccccc3c2P(c2ccccc2)c2ccccc2)cc1,[13],[Li]<-P(c1ccccc1)(c1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12,['P([C])([C])([C])']
29,CC(C)=Cc1ccc(CN2[C]N(c3cc(C(C)C)cc(C(C)C)c3)CC2)cc1,[10],[Be]=C1N(Cc2ccc(C=C(C)C)cc2)CCN1c1cc(C(C)C)cc(C(C)C)c1,['C_carb([N])([N])']
29,COc1cccc(C(O)c2ccc(OC(C)=O)c(C)c2N2[C]NC(N)=C2)c1F,[21],[Be]=C1NC(N)=CN1c1c(C(O)c2cccc(OC)c2F)ccc(OC(C)=O)c1C,['C_carb([N])([N])']
29,CC(C)c1cccc(N2CN[C]C23C=CC(=C2CCCCC2)CN3)c1C(C)C,[11],[Be]=C1NCN(c2cccc(C(C)C)c2C(C)C)C12C=CC(=C1CCCCC1)CN2,['C_carb([N])([C])']
29,CCCCOC(=O)c1ccc(CN2[C]c3ccccc3-c3ccccc32)cc1,[13],[Be]=C1c2ccccc2-c2ccccc2N1Cc1ccc(C(=O)OCCCC)cc1,['C_carb([C])([N])']
29,C[Si](C)(C)C(p1nc(-c2ccccc2)nc1C(=O)c1ccccc1)[Si](C)(C)C,[5],[Li]<-p1(C([Si](C)(C)C)[Si](C)(C)C)nc(-c2ccccc2)nc1C(=O)c1ccccc1,['P([C])([N])([C])']
29,CC(C)c1cc2c(c3ccccc13)P(c1ccccc1)CC2c1ccccc1,[13],[Li]<-P1(c2ccccc2)CC(c2ccccc2)c2cc(C(C)C)c3ccccc3c21,['P([C])([C])([C])']
29,c1ccc(P(CC2Cc3ccccc3-c3ccccc32)c2ccccc2)cc1,[4],[Li]<-P(CC1Cc2ccccc2-c2ccccc21)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
29,CC(C)c1ccccc1-c1ccccc1NCCC1(C)C(N)C2CCC1C2C,[21],[Li]<-NC1C2CCC(C2C)C1(C)CCNc1ccccc1-c1ccccc1C(C)C,['N([C])']
29,O=P(CP(C1CCCCC1)C1CCCCC1)(c1ccccc1)c1ccccc1,[3],[Li]<-P(CP(=O)(c1ccccc1)c1ccccc1)(C1CCCCC1)C1CCCCC1,['P([C])([C])([C])']
29,COc1ccc(-c2ccccc2)c(OC)c1C(C)N1[C]N(C)c2ccccc21,[19],[Be]=C1N(C)c2ccccc2N1C(C)c1c(OC)ccc(-c2ccccc2)c1OC,['C_carb([N])([N])']
29,c1ccc(NC(CP(c2ccccc2)c2ccccc2)c2cccnc2)cc1,[7],[Li]<-P(CC(Nc1ccccc1)c1cccnc1)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
29,C#Cc1ccc(C(C)C)c(N2[C]N(c3c(C(C)C)cccc3C(C)C)CC2)c1,[11],[Be]=C1N(c2cc(C#C)ccc2C(C)C)CCN1c1c(C(C)C)cccc1C(C)C,['C_carb([N])([N])']
29,Cc1ccc(C(CO)(c2ccccc2)P(c2ccccc2)c2ccccc2)[nH]1,[14],[Li]<-P(c1ccccc1)(c1ccccc1)C(CO)(c1ccccc1)c1ccc(C)[nH]1,['P([C])([C])([C])']
29,FC(F)(F)C(F)(F)C(Nc1ccccc1)P(c1ccccc1)c1ccccc1,[15],[Li]<-P(c1ccccc1)(c1ccccc1)C(Nc1ccccc1)C(F)(F)C(F)(F)F,['P([C])([C])([C])']
29,CC(=Nc1c(C(C)C)cccc1C(C)C)P(c1ccccc1)c1ccccc1,[15],[Li]<-P(C(C)=Nc1c(C(C)C)cccc1C(C)C)(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
29,ClC(=Pc1ccccc1)P(c1ccccc1)c1nccn1Cc1ccccc1,[9],[Li]<-P(C(Cl)=Pc1ccccc1)(c1ccccc1)c1nccn1Cc1ccccc1,['P([C])([C])([C])']
29,CC(C)CN1[C]N(Cc2ccccc2)c2c1c1ccccc1c1ccccc21,[5],[Be]=C1N(Cc2ccccc2)c2c(c3ccccc3c3ccccc23)N1CC(C)C,['C_carb([N])([N])']
29,Cc1cc(-c2csc3c4sccc4c4ccsc4c23)c(C)p1-c1ccccc1,[21],[Li]<-p1(-c2ccccc2)c(C)cc(-c2csc3c4sccc4c4ccsc4c23)c1C,['P([C])([C])([C])']
29,CCSc1cccc(N=Cc2cncc(-c3nc4ccccc4n3CC)c2)c1,[16],[Li]<-n1c(-c2cncc(C=Nc3cccc(SCC)c3)c2)n(CC)c2ccccc21,['N([C])([C])']
29,CC1(C)COC(c2ccc(P(c3ccccc3)C(C)(C)C[Si](C)(C)C)cc2)O1,[10],[Li]<-P(c1ccccc1)(c1ccc(C2OCC(C)(C)O2)cc1)C(C)(C)C[Si](C)(C)C,['P([C])([C])([C])']
29,ClP(Cc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,[1],[Li]<-P(Cl)(Cc1ccccc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,['P([Cl])([C])([C])']
29,CC(C)=C(CNC(C)C(O)(c1ccccc1)c1ccccc1)c1ccccc1,[5],[Li]<-N(CC(=C(C)C)c1ccccc1)C(C)C(O)(c1ccccc1)c1ccccc1,['N([C])([C])']
29,c1ccc(P(c2cccc(-c3ccc4ccccc4c3)c2)N2CCCC2)cc1,[4],[Li]<-P(c1ccccc1)(c1cccc(-c2ccc3ccccc3c2)c1)N1CCCC1,['P([C])([C])([N])']
29,CC(C)c1cccc(C(C)C)c1O[C]N(C)c1c(C(C)C)cccc1C(C)C,[13],[Be]=C(Oc1c(C(C)C)cccc1C(C)C)N(C)c1c(C(C)C)cccc1C(C)C,['C_carb([O])([N])']
29,CC(C)c1ccc(P(c2ccc(Cn3cccc3)cc2)C2CCCCC2)cc1,[7],[Li]<-P(c1ccc(Cn2cccc2)cc1)(c1ccc(C(C)C)cc1)C1CCCCC1,['P([C])([C])([C])']
29,CC(c1ccc(-c2ccccc2)cc1)N1[C]N(CC(=O)c2ccccc2)C=C1,[15],[Be]=C1N(CC(=O)c2ccccc2)C=CN1C(C)c1ccc(-c2ccccc2)cc1,['C_carb([N])([N])']
29,COC(=O)c1ccc(CN2[C]N(c3c(C(C)C)cccc3C(C)C)C=C2)cc1,[10],[Be]=C1N(Cc2ccc(C(=O)OC)cc2)C=CN1c1c(C(C)C)cccc1C(C)C,['C_carb([N])([N])']
29,c1cnc2c(SCCn3c(-c4cnccn4)nc4ccccc43)cccc2c1,[16],[Li]<-n1c(-c2cnccn2)n(CCSc2cccc3cccnc23)c2ccccc21,['N([C])([C])']
29,Cc1cccc(P(=O)(c2ccccc2)c2ccc3oc4ccccc4c3c2)c1,[7],[Li]<-O=P(c1ccccc1)(c1cccc(C)c1)c1ccc2oc3ccccc3c2c1,['O([P])']
29,CC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,[2],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)P(c1ccccc1)c1ccccc1,['P([C])([C])([C])']
29,c1ccc(CP(c2ccccc2)c2cc3ccccc3c3ccccc23)cc1,[5],[Li]<-P(Cc1ccccc1)(c1ccccc1)c1cc2ccccc2c2ccccc12,['P([C])([C])([C])']
29,CC(C)c1cccc(C(C)C)c1NC(C)P(c1ccccc1)c1ccccc1,[15],[Li]<-P(c1ccccc1)(c1ccccc1)C(C)Nc1c(C(C)C)cccc1C(C)C,['P([C])([C])([C])']
29,COc1cccc(C(C)N2CN(C(C)C)C3[C]C2C(C)(c2ccccc2)C3)c1,[16],[Be]=C1C2CC(C)(c3ccccc3)C1N(C(C)c1cccc(OC)c1)CN2C(C)C,['C_carb([C])([C])']
