Atom count,Canonical SMILES,Connection IDs,Enriched SMILES,Coordination environment
71,CC1C=CP(CC(C)P(c2ccccc2)c2ccccc2)(c2ccccc2)(c2ccccc2)C1C,"[4, 8]",CC1C=CP2(c3ccccc3)(c3ccccc3)(->[Ir]<-P(c3ccccc3)(c3ccccc3)C(C)C2)C1C,"['P([C])([C])([C])', 'P([C])([C])([C])([C])([C])']"
71,CC(C)c1cccc(N=C2C(=Nc3cccc(C(C)C)c3C(C)C)CCC23C=CC=CC3)c1,"[8, 11]",CC(C)c1cccc(N2->[Ir]<-N(c3cccc(C(C)C)c3C(C)C)=C3CCC4(C=CC=CC4)C=23)c1,"['N([C])([C])', 'N([C])([C])']"
71,CCOC(=O)C(C)N(P(C(C)(C)C)C(C)(C)C)P(C(C)(C)C)C(C)(C)C,"[8, 17]",CCOC(=O)C(C)N1P(C(C)(C)C)(C(C)(C)C)->[Ir]<-P1(C(C)(C)C)C(C)(C)C,"['P([C])([C])([N])', 'P([N])([C])([C])']"
71,S=P(c1ccccc1)(c1ccccc1)N(c1cccc2oc(-c3ccccc3)nc12)P(c1ccccc1)c1ccccc1,"[0, 30]",c1ccc(-c2nc3c(N4P(c5ccccc5)(c5ccccc5)=S->[Ir]<-P4(c4ccccc4)c4ccccc4)cccc3o2)cc1,"['P([C])([C])([N])', 'S([P])']"
71,O=C1C(C2CCC(O)C2)PC(P(c2ccccc2)c2ccccc2)C1P(c1ccccc1)c1ccccc1,"[11, 25]",O=C1C(C2CCC(O)C2)PC2C1P(c1ccccc1)(c1ccccc1)->[Ir]<-P2(c1ccccc1)c1ccccc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CN(C)CC(CP(c1ccccc1)c1ccccc1)(CP(c1ccccc1)c1ccccc1)C(O)O,"[6, 20]",CN(C)CC1(C(O)O)CP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)C1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,[C]NCCOCCOC1(C2(N[C])Nc3ccccc3N2C(C)C)Nc2ccccc2N1C(C)(C)C,"[0, 11]",CC(C)N1c2ccccc2NC12NC=[Be]->[Ir]<-[Be]=CNCCOCCOC21Nc2ccccc2N1C(C)(C)C,"['Be([C])', 'Be([C])']"
71,CCOc1cccc(P(=O)(c2cccc(OC)c2)c2c(P(c3ccccc3)c3ccccc3)sc3ccccc23)c1,"[9, 20]",CCOc1cccc(P2(c3cccc(OC)c3)=O->[Ir]<-P(c3ccccc3)(c3ccccc3)c3sc4ccccc4c32)c1,"['O([P])', 'P([C])([C])([C])']"
71,CC(O)(c1ccccc1)N(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,"[11, 25]",CC(O)(c1ccccc1)N1CP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)C1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC(C)C(CP(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,"[5, 24]",CC(C)C1CP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,c1ccc(P(OCc2ccccc2-c2ccccc2OP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,"[4, 20]",c1ccc(P2(c3ccccc3)->[Ir]<-P(c3ccccc3)(c3ccccc3)Oc3ccccc3-c3ccccc3CO2)cc1,"['P([C])([C])([O])', 'P([C])([C])([O])']"
71,[C]Nc1ccccc1C1(P(c2ccccc2)c2ccccc2)NC=CN1c1ccc(C(C)(C)C)cc1OC,"[0, 9]",COc1cc(C(C)(C)C)ccc1N1C=CNC12c1ccccc1NC=[Be]->[Ir]<-P2(c1ccccc1)c1ccccc1,"['Be([C])', 'P([C])([C])([C])']"
71,O=C1c2ccc3ccc4ccc(nc4c3n2)CNCCCOCCCCOCCCN1c1ccccc1,"[12, 15]",O=C1c2ccc3ccc4ccc(n5->[Ir]<-n2c3c45)CNCCCOCCCCOCCCN1c1ccccc1,"['N([C])([C])', 'N([C])([C])']"
71,Cc1ccccc1-c1cccc(N(P(c2ccccc2)c2ccccc2)P(c2ccccc2)c2ccccc2)c1,"[13, 26]",Cc1ccccc1-c1cccc(N2P(c3ccccc3)(c3ccccc3)->[Ir]<-P2(c2ccccc2)c2ccccc2)c1,"['P([C])([C])([N])', 'P([N])([C])([C])']"
71,Oc1ccc(CN2CCOCCOCCN(Cc3ccccc3)CCOCCOCC2)cc1,"[6, 15]",Oc1ccc(CN23->[Ir]<-N(Cc4ccccc4)(CCOCCOCC2)CCOCCOCC3)cc1,"['N([C])([C])([C])', 'N([C])([C])([C])']"
71,CN(Cc1cccc(O)c1)Cc1ccc2c(c1)OC(c1ccccc1N)(P(c1ccccc1)c1ccccc1)O2,"[25, 26]",CN(Cc1cccc(O)c1)Cc1ccc2c(c1)OC1(O2)c2ccccc2N->[Ir]<-P1(c1ccccc1)c1ccccc1,"['N([C])', 'P([C])([C])([C])']"
71,c1cncc(CN2CCCOCc3cc4ccccc4c(n3)COCCCNCCNCC2)c1,"[6, 27]",c1cncc(CN23->[Ir]<-N(CCCOCc4nc(cc5ccccc45)COCCC2)CCNCC3)c1,"['N([C])([C])', 'N([C])([C])([C])']"
71,CC(C)P(c1ccccc1)c1cccc(CN=Cc2ccccc2P(c2ccccc2)c2ccccc2)c1,"[16, 24]",CC(C)P(c1ccccc1)c1cccc(CN2->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccccc3C=2)c1,"['N([C])([C])', 'P([C])([C])([C])']"
71,COc1cccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)c1C(C)(C)C,"[7, 11]",COc1cccc(P2(c3ccccc3)->[Ir]<-P(c3ccccc3)(c3ccccc3)CCC2)c1C(C)(C)C,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC(C)(C)P1CCOCCOCCOCCOCCP(C(C)(C)C)c2cnccc21,"[4, 19]",CC(C)(C)P12->[Ir]<-P(C(C)(C)C)(CCOCCOCCOCCOCC1)c1cnccc12,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,[C]NC1(C2(N)CN(c3ccc(C(C)C)c(C(C)C)c3)C(C(C)C)N2)OC=NC1C(C)C,"[0, 4]",CC(C)c1ccc(N2CC3(NC2C(C)C)N->[Ir]<-[Be]=CNC32OC=NC2C(C)C)cc1C(C)C,"['Be([C])', 'N([C])']"
71,NC1(c2ncccc2CN(Cc2ccccc2)Cc2ccccc2)CN(Cc2ccccc2)CCN1,"[0, 3]",c1ccc(CN(Cc2ccccc2)Cc2cccn3->[Ir]<-NC4(CN(Cc5ccccc5)CCN4)c23)cc1,"['N([C])', 'N([C])([C])']"
71,CC(=O)c1ccc(P(c2ccc(C(=O)c3cc(O)cc(C(C)C)c3)cc2)C2C=CC=CC23C=CC=CN3)cc1,"[7, 36]",CC(=O)c1ccc(P2(c3ccc(C(=O)c4cc(O)cc(C(C)C)c4)cc3)->[Ir]<-N3C=CC=CC34C=CC=CC42)cc1,"['N([C])([C])', 'P([C])([C])([C])']"
71,FC(F)(F)P(C=C1CC23C=CC=CC2=C(CP(c2ccccc2)c2ccccc2)C1c1ccccc13)c1ccccc1,"[4, 16]",FC(F)(F)P1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)CC2=C3C=CC=CC34CC(=C1)C2c1ccccc14,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC1CC(NCC(C)Nc2cccc(C(C)C)c2C(C)C)CC(C(C)C)C1,"[4, 8]",CC1CC(C(C)C)CC(N2->[Ir]<-N(c3cccc(C(C)C)c3C(C)C)C(C)C2)C1,"['N([C])([C])', 'N([C])([C])']"
71,CC(C)(C)P(c1ccccc1)c1ccccc1-c1ccccc1CP(c1ccccc1)c1ccccc1,"[4, 24]",CC(C)(C)P1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)Cc2ccccc2-c2ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC(CCP(c1ccccc1)c1ccccc1)(Cc1ccccc1)P(c1ccccc1)c1ccccc1,"[4, 24]",CC1(Cc2ccccc2)CCP(c2ccccc2)(c2ccccc2)->[Ir]<-P1(c1ccccc1)c1ccccc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC(C)CCN(P(C(C)(C)C)C(C)(C)C)P(C(C)(C)C)C(C)(C)C,"[6, 15]",CC(C)CCN1P(C(C)(C)C)(C(C)(C)C)->[Ir]<-P1(C(C)(C)C)C(C)(C)C,"['P([C])([C])([N])', 'P([N])([C])([C])']"
71,[C]Nc1ccccc1C1(P(c2ccccc2)c2ccccc2)NC=CN1C(c1ccccc1)c1cccc(C)c1,"[0, 9]",Cc1cccc(C(c2ccccc2)N2C=CNC23c2ccccc2NC=[Be]->[Ir]<-P3(c2ccccc2)c2ccccc2)c1,"['Be([C])', 'P([C])([C])([C])']"
71,CN(N(C1COCCN1)P(c1ccccc1)N(C)c1ccccc1)P(c1ccccc1)c1ccccc1,"[9, 24]",CN1N(C2COCCN2)P(c2ccccc2)(N(C)c2ccccc2)->[Ir]<-P1(c1ccccc1)c1ccccc1,"['P([C])([C])([N])', 'P([N])([C])([N])']"
71,CC(C)c1cccc(C(C)C)c1N=C(CCP(c1ccccc1)c1ccccc1)c1ccccc1,"[12, 16]",CC(C)c1cccc(C(C)C)c1N1->[Ir]<-P(c2ccccc2)(c2ccccc2)CCC=1c1ccccc1,"['N([C])([C])', 'P([C])([C])([C])']"
71,CC(C)c1cccc(C(C)C)c1N1[C]N(CCP(c2ccccc2)c2ccccc2)c2ccccc21,"[13, 17]",CC(C)c1cccc(C(C)C)c1N1C2=[Be]->[Ir]<-P(c3ccccc3)(c3ccccc3)CCN2c2ccccc21,"['Be([C])', 'P([C])([C])([C])']"
71,Cc1ccccc1P(c1ccccc1C)c1ccccc1C=Nc1c(C(C)C)cccc1C(C)C,"[7, 22]",Cc1ccccc1P1(c2ccccc2C)->[Ir]<-N(c2c(C(C)C)cccc2C(C)C)=Cc2ccccc21,"['N([C])([C])', 'P([C])([C])([C])']"
71,CC(C)c1ccc(C(c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c2ccccn2)cc1O,"[21, 28]",CC(C)c1ccc(C(c2ccc(-c3cc(-c4ccccn4)n4->[Ir]<-n5ccccc5-c4c3)cc2)c2ccccn2)cc1O,"['N([C])([C])', 'N([C])([C])']"
71,CC(C)(C)c1cnn(NCNn2ncc(C(C)(C)C)c2C(C)(C)C)c1C(C)(C)C,"[7, 11]",CC(C)(C)c1cnn2(->[Ir]<-n3(ncc(C(C)(C)C)c3C(C)(C)C)NCN2)c1C(C)(C)C,"['N([N])([C])([N])', 'N([N])([N])([C])']"
71,CC(C)c1cc(P(c2ccccc2)c2ccccc2)c(P(c2ccccc2)c2ccccc2)c2ccccc12,"[6, 20]",CC(C)c1cc2c(c3ccccc13)P(c1ccccc1)(c1ccccc1)->[Ir]<-P2(c1ccccc1)c1ccccc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CCCOCCCCN1[C]N(CN2[C]N(CC(C)COCCCN(C)C)C=C2)C=C1,"[9, 13]",CCCOCCCCN1C=CN2CN3C=CN(CC(C)COCCCN(C)C)C3=[Be]->[Ir]<-[Be]=C12,"['Be([C])', 'Be([C])']"
71,CC(C(O)c1ccccc1)N1CC=Nc2ccncc2N(C(C)C(O)c2ccccc2)CC=NCC1,"[13, 33]",CC(C(O)c1ccccc1)N1CC=N2->[Ir]<-N(=CCN(C(C)C(O)c3ccccc3)c3cnccc32)CC1,"['N([C])([C])', 'N([C])([C])']"
71,CC(C)CN(C)C1CCCCC1N(Cc1cccc(-c2ccccc2)n1)CC(C)C,"[4, 12]",CC(C)CN1(C)->[Ir]<-N(Cc2cccc(-c3ccccc3)n2)(CC(C)C)C2CCCCC21,"['N([C])([C])([C])', 'N([C])([C])([C])']"
71,C[Si](C)(CCP(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,"[5, 24]",C[Si]1(C)CCP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC(c1ccccc1)N1CCCN2CCN(CCCN(Cc3ccccc3)CC2)CC1,"[8, 19]",CC(c1ccccc1)N12->[Ir]<-N3(Cc4ccccc4)CCCN(CCN(CCC1)CC3)CC2,"['N([C])([C])([C])', 'N([C])([C])([C])']"
71,Cc1cnn(-n2nc(-c3ccccc3)c(-c3ccccc3)c2NCNNCc2ccccc2)c1-c1ccccc1,"[4, 25]",Cc1cnn2(->[Ir]<-N(Cc3ccccc3)NCNc3c(-c4ccccc4)c(-c4ccccc4)nn3-2)c1-c1ccccc1,"['N([C])([N])', 'N([N])([C])([N])']"
71,Cc1ccccc1P(C=CC1(P(c2ccccc2C)c2ccccc2C)C=CC=CC1)c1ccccc1,"[7, 11]",Cc1ccccc1P1(c2ccccc2)->[Ir]<-P(c2ccccc2C)(c2ccccc2C)C2(C=CC=CC2)C=C1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC1CC(N(P(c2ccccc2)c2ccccc2)P(c2ccccc2)c2ccccc2)Cc2ccccc21,"[5, 18]",CC1CC(N2P(c3ccccc3)(c3ccccc3)->[Ir]<-P2(c2ccccc2)c2ccccc2)Cc2ccccc21,"['P([C])([C])([N])', 'P([N])([C])([C])']"
71,CC(=Nc1ccc(C(=O)Oc2ccccc2)cc1)C(=Nc1ccc(C(F)(F)F)cc1)c1ccc(C(=O)Nc2ccccc2)cc1,"[2, 19]",CC1=N(c2ccc(C(=O)Oc3ccccc3)cc2)->[Ir]<-N(c2ccc(C(F)(F)F)cc2)=C1c1ccc(C(=O)Nc2ccccc2)cc1,"['N([C])([C])', 'N([C])([C])']"
71,O=C1CNCc2ccc3ccc4ccc(nc4c3n2)C(c2ccccc2)NCCCOCCCCOC1,"[15, 18]",O=C1CNCc2ccc3ccc4ccc(n5->[Ir]<-n2c3c45)C(c2ccccc2)NCCCOCCCCOC1,"['N([C])([C])', 'N([C])([C])']"
71,FC(F)(F)P(c1ccccc1)c1ccc2ccccc2c1-c1cc2ccccc2cc1P(c1ccccc1)c1ccccc1,"[4, 31]",FC(F)(F)P1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2cc3ccccc3cc2-c2c1ccc1ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,COC(C)c1ccccc1[PH](NP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,"[10, 13]",COC(C)c1ccccc1[PH]1(c2ccccc2)(c2ccccc2)->[Ir]<-O=P(c2ccccc2)(c2ccccc2)N1,"['O([P])', 'P([C])([C])([C])([N])']"
71,CC(Nc1ccccc1CP(c1ccccc1)c1ccccc1)C1(N)CN(c2ccccc2)CCN1,"[2, 10]",CC(N1->[Ir]<-P(c2ccccc2)(c2ccccc2)Cc2ccccc21)C1(N)CN(c2ccccc2)CCN1,"['N([C])([C])', 'P([C])([C])([C])']"
71,CC(C)(C)P(C=C1Cc2ccccc2[PH]1(C(C)(C)C)C(C)(C)C)C(C)(C)C,"[4, 14]",CC(C)(C)P1(C(C)(C)C)->[Ir]<-[PH]2(C(C)(C)C)(C(C)(C)C)C(=C1)Cc1ccccc12,"['P([C])([C])([C])', 'P([C])([C])([C])([C])']"
71,Cc1cccc(C)c1P(Cc1ccccc1P(c1ccccc1)c1ccccc1)c1c(C)cccc1C,"[8, 16]",Cc1cccc(C)c1P1(c2c(C)cccc2C)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccccc2C1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,COc1ccc(P(CCCP(c2ccc(OC)cc2)c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,"[6, 10]",COc1ccc(P2(c3ccc(OC)cc3)->[Ir]<-P(c3ccc(OC)cc3)(c3ccc(OC)cc3)CCC2)cc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,CC1(C)CC2CCC1C21COC[SH](Cc2ccccc2P(c2ccccc2)c2ccccc2)C1,"[12, 20]",CC1(C)CC2CCC1C21COC[SH]2(->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccccc3C2)C1,"['P([C])([C])([C])', 'S([C])([C])([C])']"
71,[C]NC(=O)CCNCc1cccc(CNC2(C(=O)C3(N[C])Nc4ccccc4N3C)Nc3ccccc3N2C)n1,"[0, 20]",CN1c2ccccc2NC12NC=[Be]->[Ir]<-[Be]=CNC(=O)CCNCc1cccc(n1)CNC1(Nc3ccccc3N1C)C2=O,"['Be([C])', 'Be([C])']"
71,C1=NC(CCN(Cc2ccccn2)c2ccccc2P(c2ccccc2)c2ccccc2)Cc2ccccc21,"[1, 12]",C1=N2->[Ir]<-n3ccccc3CN(c3ccccc3P(c3ccccc3)c3ccccc3)CCC2Cc2ccccc21,"['N([C])([C])', 'N([C])([C])']"
71,FC(F)(F)P(c1ccccc1)c1cc2ccccc2cc1-c1cc2ccccc2cc1P(c1ccccc1)c1ccccc1,"[4, 31]",FC(F)(F)P1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2cc3ccccc3cc2-c2cc3ccccc3cc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
71,c1ccc(P(c2ccccc2)N(C(=NC2COCCN2)N2CCOCC2)C2CCCCC2)cc1,"[4, 13]",c1ccc(P2(c3ccccc3)->[Ir]<-N(C3COCCN3)=C(N3CCOCC3)N2C2CCCCC2)cc1,"['N([C])([C])', 'P([C])([C])([N])']"
71,CC(C)c1ccccc1P(c1ccccc1Cn1nccc1-c1ccccn1)c1ccccc1C(C)C,"[17, 27]",CC(C)c1ccccc1P(c1ccccc1Cn12->[Ir]<-n3ccccc3-c1ccn2)c1ccccc1C(C)C,"['N([C])([C])', 'N([C])([C])([N])']"
71,Cc1ccccc1N=NC=Nc1cccc(P(c2cccc(CN(C)C)c2)c2ccccc2N(C)C)c1,"[7, 10]",Cc1ccccc1N1->[Ir]<-N(c2cccc(P(c3cccc(CN(C)C)c3)c3ccccc3N(C)C)c2)=CN=1,"['N([C])([C])', 'N([C])([N])']"
72,c1ccc(P(Cc2ccccc2-c2ccccc2CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,"[4, 19]",c1ccc(P2(c3ccccc3)->[Ir]<-P(c3ccccc3)(c3ccccc3)Cc3ccccc3-c3ccccc3C2)cc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,CC(C)P(c1ccccc1C=Cc1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C,"[3, 18]",CC(C)P1(C(C)C)->[Ir]<-P(C(C)(C)C)(C(C)(C)C)c2ccccc2C=Cc2ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,CC=C(CP(c1ccccc1)c1ccccc1)c1c(C)cc(C)cc1P(c1ccccc1)c1ccccc1,"[4, 25]",CC=C1CP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2cc(C)cc(C)c21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,CC(C)C1C=CC=C(N=C2C(=NC34C=CC=CC3C=CC=C4)CCC23C=CC=CC3)C1C(C)C,"[8, 11]",CC(C)C1C=CC=C(N2->[Ir]<-N(C34C=CC=CC3C=CC=C4)=C3CCC4(C=CC=CC4)C=23)C1C(C)C,"['N([C])([C])', 'N([C])([C])']"
72,c1ccc(P(c2ccccc2)c2ccccc2CCc2ccccc2P(c2ccccc2)c2ccccc2)cc1,"[4, 25]",c1ccc(P2(c3ccccc3)->[Ir]<-P(c3ccccc3)(c3ccccc3)c3ccccc3CCc3ccccc32)cc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,CC(C)c1nn(C(Nn2nc3c(c2C(C)C)C=CC3)Nn2nc3c(c2C(C)C)C=CC3)c2c1C=CC2,"[8, 20]",CC(C)c1nn(C2Nn3(->[Ir]<-n4(nc5c(c4C(C)C)C=CC5)N2)nc2c(c3C(C)C)C=CC2)c2c1C=CC2,"['N([N])([N])([C])', 'N([N])([N])([C])']"
72,Fc1ccc(N2CCN(CCCNCc3ccccc3P(c3ccccc3)c3ccccc3)CC2)cc1,"[12, 20]",Fc1ccc(N2CCN(CCCN3->[Ir]<-P(c4ccccc4)(c4ccccc4)c4ccccc4C3)CC2)cc1,"['N([C])([C])', 'P([C])([C])([C])']"
72,CC(Sc1ccccc1)C(C)N(P(c1ccccc1)c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,"[12, 26]",CC(Sc1ccccc1)C(C)N1P(c2ccccc2)(c2ccccc2)=S->[Ir]<-P1(c1ccccc1)c1ccccc1,"['P([C])([C])([N])', 'S([P])']"
72,Cc1cc(N2C(=Nc3ccccc3)C(=Nc3ccccc3)N(c3cc(C)c(C)c(C)c3)C2O)cc(C)c1C,"[6, 14]",Cc1cc(N2C3=N(c4ccccc4)->[Ir]<-N(c4ccccc4)=C3N(c3cc(C)c(C)c(C)c3)C2O)cc(C)c1C,"['N([C])([C])', 'N([C])([C])']"
72,CC1=CC(N=C2CC=CCC2=CP(c2cc(C)cc(C)c2)c2cc(C)c(C)c(C)c2)CC(C)=C1,"[4, 12]",CC1=CC(N2->[Ir]<-P(c3cc(C)cc(C)c3)(c3cc(C)c(C)c(C)c3)C=C3CC=CCC=23)CC(C)=C1,"['N([C])([C])', 'P([C])([C])([C])']"
72,S=P(c1ccccc1)(c1ccccc1)N(C(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[0, 28]",c1ccc(C(c2ccccc2)N2P(c3ccccc3)(c3ccccc3)=S->[Ir]<-P2(c2ccccc2)c2ccccc2)cc1,"['P([C])([C])([N])', 'S([P])']"
72,Cc1cc(C(C)C)nn1C(n1nc(C(C)C)cc1C(C)C)n1nc(C(C)C)c2c1CCC2,"[7, 22]",Cc1cc(C(C)C)n2->[Ir]<-n3c(C(C)C)c4c(n3C(n3nc(C(C)C)cc3C(C)C)n12)CCC4,"['N([C])([N])', 'N([C])([N])']"
72,PCC(CP(c1ccccc1)c1ccccc1)C(OCc1ccccc1)(c1ccccc1)c1ccccc1,"[0, 4]",c1ccc(COC(c2ccccc2)(c2ccccc2)C2CP->[Ir]<-P(c3ccccc3)(c3ccccc3)C2)cc1,"['P([C])', 'P([C])([C])([C])']"
72,CC(C)N(C(C)C)P(=S)(c1ccccc1)c1ccccc1P(=O)(C(C)(C)C)C(C)(C)C,"[8, 22]",CC(C)N(C(C)C)P1(c2ccccc2)=S->[Ir]<-O=P(C(C)(C)C)(C(C)(C)C)c2ccccc21,"['O([P])', 'S([P])']"
72,c1ccc(P(c2ccccc2)c2cc3c(cc2-c2cc4c(cc2P(c2ccccc2)c2ccccc2)OCO4)OCO3)cc1,"[4, 23]",c1ccc(P2(c3ccccc3)->[Ir]<-P(c3ccccc3)(c3ccccc3)c3cc4c(cc3-c3cc5c(cc32)OCO5)OCO4)cc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,Cc1cc(C)cc(N=Cc2ccc(C)c(N=C3C(=Nc4cc(C)ccc4C)CCC34C=CC=CC4)c2)c1,"[15, 18]",Cc1cc(C)cc(N=Cc2ccc(C)c(N3->[Ir]<-N(c4cc(C)ccc4C)=C4CCC5(C=CC=CC5)C=34)c2)c1,"['N([C])([C])', 'N([C])([C])']"
72,CC(=Nc1cccc(C(C)C)c1C(=O)N(C)C)C(C)=Nc1cccc(C(C)C)c1C(=O)N(C)C,"[2, 19]",CC1=N(c2cccc(C(C)C)c2C(=O)N(C)C)->[Ir]<-N(c2cccc(C(C)C)c2C(=O)N(C)C)=C1C,"['N([C])([C])', 'N([C])([C])']"
72,CCN1[C]N(c2cc3ccccc3cc2-c2cc3ccccc3cc2N2[C]N(CC)c3ccccc32)c2ccccc21,"[3, 26]",CCN1C2=[Be]->[Ir]<-[Be]=C3N(CC)c4ccccc4N3c3cc4ccccc4cc3-c3cc4ccccc4cc3N2c2ccccc21,"['Be([C])', 'Be([C])']"
72,Cc1cccc(-c2cccc(C)c2P(c2ccccc2)c2ccccc2)c1P(c1ccccc1)c1ccccc1,"[13, 27]",Cc1cccc2c1P(c1ccccc1)(c1ccccc1)->[Ir]<-P(c1ccccc1)(c1ccccc1)c1c(C)cccc1-2,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,C1=CC2NC(P(c3ccccc3)c3ccccc3)N(N3C=CNC3P(c3ccccc3)c3ccccc3)C2C=C1,"[5, 24]",C1=CC2NC3N(C2C=C1)N1C=CNC1P(c1ccccc1)(c1ccccc1)->[Ir]<-P3(c1ccccc1)c1ccccc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,Cc1ccc(P(c2ccccc2)c2ccccc2)c(-c2cc(C)ccc2P(c2ccccc2)c2ccccc2)c1,"[5, 26]",Cc1ccc2c(c1)-c1cc(C)ccc1P(c1ccccc1)(c1ccccc1)->[Ir]<-P2(c1ccccc1)c1ccccc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,COc1ccc(P(c2ccc(OC)cc2)c2ccccc2P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,"[6, 21]",COc1ccc(P2(c3ccc(OC)cc3)->[Ir]<-P(c3ccc(OC)cc3)(c3ccc(OC)cc3)c3ccccc32)cc1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,CN(C)Cc1ccccc1[PH](CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,"[10, 12]",CN(C)Cc1ccccc1[PH]1(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)C1,"['P([C])([C])([C])', 'P([C])([C])([C])([C])']"
72,C=CP(c1ccccc1)c1ccc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12,"[2, 21]",C=CP1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)c2ccc3ccccc3c2-c2c1ccc1ccccc21,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,CCOC(=O)C(COP(c1ccccc1)c1ccccc1)(OP(c1ccccc1)c1ccccc1)C(=O)OCC,"[8, 22]",CCOC(=O)C1(C(=O)OCC)COP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)O1,"['P([C])([C])([O])', 'P([O])([C])([C])']"
72,COc1cccc(P(c2cccc(OC)c2)N(C)N(C)P(c2cccc(OC)c2)c2cccc(OC)c2)c1,"[7, 20]",COc1cccc(P2(c3cccc(OC)c3)->[Ir]<-P(c3cccc(OC)c3)(c3cccc(OC)c3)N(C)N2C)c1,"['P([C])([C])([N])', 'P([C])([C])([N])']"
72,CC(NP(c1ccccc1)N(C(C)c1ccccc1)P(c1ccccc1)c1ccccc1)c1ccccc1,"[3, 19]",CC(NP1(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)N1C(C)c1ccccc1)c1ccccc1,"['P([C])([C])([N])', 'P([N])([C])([N])']"
72,CC(C)(C)P1CCOCCOCCOCCOCCP(C(C)(C)C)c2ccccc21,"[4, 19]",CC(C)(C)P12->[Ir]<-P(C(C)(C)C)(CCOCCOCCOCCOCC1)c1ccccc12,"['P([C])([C])([C])', 'P([C])([C])([C])']"
72,OCC(Cc1ccccc1)(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,"[11, 25]",OCC1(Cc2ccccc2)CP(c2ccccc2)(c2ccccc2)->[Ir]<-P(c2ccccc2)(c2ccccc2)C1,"['P([C])([C])([C])', 'P([C])([C])([C])']"
