,Original encoded SMILES,Original log P,Original G parameter,Denticity,Isomer,Original encoded SMILES again,Optimized encoded SMILES,Tanimoto similarity,Optimization objective,Minimization,Original ligand ID,Optimized ligand ID,Sampling region,Optimization direction,Valid
7,[Li]<-NC(C)C(C)=O,-0.0774,22.72003819831291,0,0,[Li]<-NC(C)C(C)=O,[Li]<-NC(C)c1ccsc1,0.2,log P,False,uncond_mono-min15k-217,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-217,Low log P,O1,True
8,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,-0.0280800000000002,23.92965144039472,0,0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,[Li]<-n1ccc(C)c(NC=O)c1C,0.203125,log P,False,uncond_mono-min15k-12760,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-12760,Low log P,O1,True
9,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n1ccc(CCl)c(-c2[nH]cnc2C)c1,0.4333333333333333,log P,False,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-10819,Low log P,O1,True
0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,-1.7395099999999994,26.45233168868375,0,0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,[Be]=C1NCC(N)(C(C)=O)N1C,0.2708333333333333,G parameter,False,uncond_mono-min15k-6208,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-6208,Low log P,O2,True
1,[Li]<-NC(C)C(C)=O,-0.0774,22.72003819831291,0,0,[Li]<-NC(C)C(C)=O,[Be]=C1N(C)C=CN1C(C)C(C)=O,0.2307692307692307,G parameter,False,uncond_mono-min15k-217,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-217,Low log P,O2,True
2,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n1cccc(C(O)O)c1-c1nccn1C,0.3333333333333333,G parameter,False,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-10819,Low log P,O2,True
0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,-0.8089300000000001,20.555467133534936,0,0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,[Li]<-N=c1[nH]c(N)c(O)c(=O)[nH]1,0.3720930232558139,log P,True,uncond_mono-min15k-2895,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-2895,Low log P,O3,True
1,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,-1.7395099999999994,26.45233168868375,0,0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,[Be]=C1CNC(N)(C(=O)OC)N1,0.2916666666666667,log P,True,uncond_mono-min15k-6208,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-6208,Low log P,O3,True
2,[Li]<-S=C(NN)N1CCOCC1,-0.9331999999999998,24.996021009072106,0,0,[Li]<-S=C(NN)N1CCOCC1,[Li]<-S=C(NC)NN,0.225,log P,True,uncond_mono-min15k-3547,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-3547,Low log P,O3,True
3,[Li]<-N1CC2CNC=CC21,-0.3087000000000001,22.62454241604329,0,0,[Li]<-N1CC2CNC=CC21,[Li]<-N1CC(N)C1,0.2058823529411764,log P,True,uncond_mono-min15k-1414,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1414,Low log P,O3,True
4,[Li]<-n1c(N)ccnc1N,-0.3590000000000001,26.396625815693145,0,0,[Li]<-n1c(N)ccnc1N,[Li]<-Nc1ccnc(N)n1,0.3243243243243243,log P,True,uncond_mono-min15k-1314,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1314,Low log P,O3,True
5,[Li]<-n1nc(N)n(S)c1C,-0.1383800000000001,21.74916441190514,0,0,[Li]<-n1nc(N)n(S)c1C,[Li]<-n1nnn(N)c1N,0.2571428571428571,log P,True,uncond_mono-min15k-1588,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1588,Low log P,O3,True
6,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,-0.0280800000000002,23.92965144039472,0,0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,[Li]<-n1cc2c(cc1CNC)c(=O)[nH]c(=O)n2C,0.5166666666666667,log P,True,uncond_mono-min15k-12760,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-12760,Low log P,O3,True
7,[Li]<-NC1(C(=O)OC)CC1,-0.3493000000000001,21.88445010345377,0,0,[Li]<-NC1(C(=O)OC)CC1,[Li]<-NC(N)C(=O)OC,0.303030303030303,log P,True,uncond_mono-min15k-1231,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-1231,Low log P,O3,True
8,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n1ccc(C(N)(N)CO)cc1,0.2258064516129032,log P,True,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-10819,Low log P,O3,True
9,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,0.1023999999999996,24.797071462677067,0,0,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,[Li]<-N1=CC(C(=O)OC)CC1N,0.38,log P,True,uncond_mono-min15k-10162,cond_mono-isolated_ligands-O3_optimized-uncond_mono-min15k-10162,Low log P,O3,True
0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,-0.8089300000000001,20.555467133534936,0,0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,[Li]<-N=C1NCC(C)=CN1OC,0.2244897959183673,G parameter,True,uncond_mono-min15k-2895,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-2895,Low log P,O4,True
1,[Li]<-n1cccn1C(C)C(N)=O,-0.0706000000000003,25.624701575680408,0,0,[Li]<-n1cccn1C(C)C(N)=O,[Li]<-N1=CC1C(C)=O,0.2105263157894736,G parameter,True,uncond_mono-min15k-3205,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3205,Low log P,O4,True
2,[Li]<-n1cnc(C(N)=O)c(N)c1,-0.8423000000000005,20.3485596052841,0,0,[Li]<-n1cnc(C(N)=O)c(N)c1,[Li]<-n1cc(C)n(CC(=O)O)c1,0.2340425531914893,G parameter,True,uncond_mono-min15k-3540,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3540,Low log P,O4,True
3,[Li]<-n1c(N)ccnc1N,-0.3590000000000001,26.396625815693145,0,0,[Li]<-n1c(N)ccnc1N,[Li]<-n1c(N)ncc2nc[nH]c21,0.3414634146341463,G parameter,True,uncond_mono-min15k-1314,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-1314,Low log P,O4,True
4,[Li]<-O=C(CO)CN1CCCC1,-0.3564000000000002,26.436415724972147,0,0,[Li]<-O=C(CO)CN1CCCC1,[Li]<-O=C(CN1CCCC1)C(C)O,0.5609756097560976,G parameter,True,uncond_mono-min15k-2562,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-2562,Low log P,O4,True
5,[Li]<-S=C(NN)N1CCOCC1,-0.9331999999999998,24.996021009072106,0,0,[Li]<-S=C(NN)N1CCOCC1,[Li]<-S=C(NN=CC)N1CCOCC1,0.6190476190476191,G parameter,True,uncond_mono-min15k-3547,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-3547,Low log P,O4,True
6,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,-0.0280800000000002,23.92965144039472,0,0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,[Li]<-n1cc(NC)c2c(c1C)c(=O)[nH]c(=O)n2C,0.6071428571428571,G parameter,True,uncond_mono-min15k-12760,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-12760,Low log P,O4,True
7,[Li]<-NC(C)C(C)=O,-0.0774,22.72003819831291,0,0,[Li]<-NC(C)C(C)=O,[Li]<-n1cc(C)n(C(C)C(C)=O)c1,0.2631578947368421,G parameter,True,uncond_mono-min15k-217,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-217,Low log P,O4,True
8,[Li]<-S=C1NC=CC(O)N1,-0.7038,23.102021327391377,0,0,[Li]<-S=C1NC=CC(O)N1,[Li]<-S=C1C=C(C)NC(O)N1,0.3,G parameter,True,uncond_mono-min15k-1515,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-1515,Low log P,O4,True
9,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n1cc(-c2ncccc2O)n(CC)c1,0.2285714285714285,G parameter,True,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O4_optimized-uncond_mono-min15k-10819,Low log P,O4,True
0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,-0.0280800000000002,23.92965144039472,0,0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,[Li]<-n1c(NC)c(C)cc2c1c(=O)[nH]c(=O)n2C,0.6071428571428571,log P + G parameter,False,uncond_mono-min15k-12760,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-12760,Low log P,O5,True
1,[Be]=C1NC=C(N)N1CN(C)C,-0.8354099999999989,26.50007957981856,0,0,[Be]=C1NC=C(N)N1CN(C)C,[Be]=C1N(C)C=CN1CN(C)C,0.3181818181818182,log P + G parameter,False,uncond_mono-min15k-3613,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-3613,Low log P,O5,True
2,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,-1.7395099999999994,26.45233168868375,0,0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,[Be]=C1NC(N)(C=C)C(N)(C(C)=O)N1,0.5,log P + G parameter,False,uncond_mono-min15k-6208,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-6208,Low log P,O5,True
3,[Li]<-n1cn(CC)c2c(=O)n(C)cnc21,0.1498999999999997,20.563425115390736,0,0,[Li]<-n1cn(CC)c2c(=O)n(C)cnc21,[Li]<-n1cn(CC)c2ncn(C)c(=O)c21,0.8095238095238095,log P + G parameter,False,uncond_mono-min15k-6755,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-6755,Low log P,O5,True
4,[Li]<-n1cnc(C(N)=O)c(N)c1,-0.8423000000000005,20.3485596052841,0,0,[Li]<-n1cnc(C(N)=O)c(N)c1,[Li]<-n1ccc(C(N)=O)nc1N,0.3809523809523809,log P + G parameter,False,uncond_mono-min15k-3540,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-3540,Low log P,O5,True
5,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,0.1023999999999996,24.797071462677067,0,0,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,[Be]=C1N(CC(=O)OCC)C=C(C(=O)OCC)N1C,0.2222222222222222,log P + G parameter,False,uncond_mono-min15k-10162,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-10162,Low log P,O5,True
6,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Be]=C1N(C)CC(c2cc(C(O)O)ccn2)N1C,0.2162162162162162,log P + G parameter,False,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O5_optimized-uncond_mono-min15k-10819,Low log P,O5,True
0,[Li]<-S=C1NC=CC(O)N1,-0.7038,23.102021327391377,0,0,[Li]<-S=C1NC=CC(O)N1,[Li]<-S=C1NCC(N)N1,0.3055555555555556,log P - G parameter,True,uncond_mono-min15k-1515,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-1515,Low log P,O6,True
1,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,-1.7395099999999994,26.45233168868375,0,0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,[Be]=C1NCC(N)(C(O)C(=O)O)N1C,0.2,log P - G parameter,True,uncond_mono-min15k-6208,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-6208,Low log P,O6,True
2,[Li]<-n1cnc(C(N)=O)c(N)c1,-0.8423000000000005,20.3485596052841,0,0,[Li]<-n1cnc(C(N)=O)c(N)c1,[Be]=C1NC=C(N)N1CC(N)=O,0.2340425531914893,log P - G parameter,True,uncond_mono-min15k-3540,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-3540,Low log P,O6,True
3,[Li]<-n1cccn1C(C)C(N)=O,-0.0706000000000003,25.624701575680408,0,0,[Li]<-n1cccn1C(C)C(N)=O,[Be]=C1N(C)C=CN1C(C)C(=O)O,0.2244897959183673,log P - G parameter,True,uncond_mono-min15k-3205,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-3205,Low log P,O6,True
4,[Be]=C(NC)N(C)C(C)N(C)C,0.0414899999999998,28.847684227279963,0,0,[Be]=C(NC)N(C)C(C)N(C)C,[Be]=C(NC)NC(C)=O,0.2051282051282051,log P - G parameter,True,uncond_mono-min15k-3570,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-3570,Low log P,O6,True
5,[Li]<-O=C(CO)CN1CCCC1,-0.3564000000000002,26.436415724972147,0,0,[Li]<-O=C(CO)CN1CCCC1,[Li]<-O=C(O)CN1CCCC1,0.6388888888888888,log P - G parameter,True,uncond_mono-min15k-2562,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-2562,Low log P,O6,True
6,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n1cccc(C(O)O)c1-c1ncc(N)[nH]1,0.4193548387096774,log P - G parameter,True,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O6_optimized-uncond_mono-min15k-10819,Low log P,O6,True
0,[Li]<-n1c(N)ccnc1N,-0.3590000000000001,26.396625815693145,0,0,[Li]<-n1c(N)ccnc1N,[Li]<-n1cnc(N)c(N)c1,0.3714285714285714,log P + G parameter,True,uncond_mono-min15k-1314,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-1314,Low log P,O7,True
1,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,-0.8089300000000001,20.555467133534936,0,0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,[Li]<-N=C1C=C([N+](=O)[O-])NC(C)N1,0.2156862745098039,log P + G parameter,True,uncond_mono-min15k-2895,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-2895,Low log P,O7,True
2,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,-1.7395099999999994,26.45233168868375,0,0,[Be]=C1NC(N)(C(C)=O)NC1(N)C=C,[Be]=C1NC(N)(C=C)NC1(N)C(C)=O,0.5714285714285714,log P + G parameter,True,uncond_mono-min15k-6208,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-6208,Low log P,O7,True
3,[Li]<-N1CC2CNC=CC21,-0.3087000000000001,22.62454241604329,0,0,[Li]<-N1CC2CNC=CC21,[Li]<-N1CC2(CC=CNC2)C1,0.2272727272727272,log P + G parameter,True,uncond_mono-min15k-1414,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-1414,Low log P,O7,True
4,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,-0.0280800000000002,23.92965144039472,0,0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,[Li]<-n1cc(C)c2c(c1)c(=O)[nH]c(=O)n2C,0.4406779661016949,log P + G parameter,True,uncond_mono-min15k-12760,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-12760,Low log P,O7,True
5,[Li]<-n1nc(N)n(S)c1C,-0.1383800000000001,21.74916441190514,0,0,[Li]<-n1nc(N)n(S)c1C,[Li]<-n1nc(C)n(N)c1N,0.3939393939393939,log P + G parameter,True,uncond_mono-min15k-1588,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-1588,Low log P,O7,True
6,[Li]<-S=C1NC=CC(O)N1,-0.7038,23.102021327391377,0,0,[Li]<-S=C1NC=CC(O)N1,[Li]<-S=C1C=C(O)NCN1,0.2195121951219512,log P + G parameter,True,uncond_mono-min15k-1515,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-1515,Low log P,O7,True
7,[Li]<-NC1(C(=O)OC)CC1,-0.3493000000000001,21.88445010345377,0,0,[Li]<-NC1(C(=O)OC)CC1,[Li]<-N1CC1(C)C(=O)OC,0.3636363636363636,log P + G parameter,True,uncond_mono-min15k-1231,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-1231,Low log P,O7,True
8,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n12cnc(-c3ccncc3O)c1C2,0.2,log P + G parameter,True,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-10819,Low log P,O7,True
9,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,0.1023999999999996,24.797071462677067,0,0,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,[Li]<-N1CC1C(=O)OCC,0.3125,log P + G parameter,True,uncond_mono-min15k-10162,cond_mono-isolated_ligands-O7_optimized-uncond_mono-min15k-10162,Low log P,O7,True
0,[Li]<-n1c(N)ccnc1N,-0.3590000000000001,26.396625815693145,0,0,[Li]<-n1c(N)ccnc1N,[Li]<-n1ccn(-c2ncncc2N)c1,0.22,log P - G parameter,False,uncond_mono-min15k-1314,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-1314,Low log P,O8,True
1,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,-0.8089300000000001,20.555467133534936,0,0,[Li]<-N=c1[nH]c(OC)cc(=O)[nH]1,[Li]<-N=c1cc(C)n(OC)c(=O)[nH]1,0.3478260869565217,log P - G parameter,False,uncond_mono-min15k-2895,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-2895,Low log P,O8,True
2,[Li]<-S=C(NN)N1CCOCC1,-0.9331999999999998,24.996021009072106,0,0,[Li]<-S=C(NN)N1CCOCC1,[Li]<-S=C(c1ncc[nH]1)N1CCOCC1,0.44,log P - G parameter,False,uncond_mono-min15k-3547,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-3547,Low log P,O8,True
3,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,0.1023999999999996,24.797071462677067,0,0,[Li]<-N1=CC(C(=O)OCC)CC1NC(C)=O,[Li]<-N1=CC(NC(C)C)C(C(=O)OCC)C1,0.3793103448275862,log P - G parameter,False,uncond_mono-min15k-10162,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-10162,Low log P,O8,True
4,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,-0.0280800000000002,23.92965144039472,0,0,[Li]<-n1cc2c(c(C)c1NC)c(=O)[nH]c(=O)n2C,[Li]<-n1cc(C)c(C)c(NCC(=O)OCC)c1,0.2054794520547945,log P - G parameter,False,uncond_mono-min15k-12760,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-12760,Low log P,O8,True
5,[Li]<-n1cccn1C(C)C(N)=O,-0.0706000000000003,25.624701575680408,0,0,[Li]<-n1cccn1C(C)C(N)=O,[Li]<-n1cccn1C(C)C(C)=O,0.7058823529411765,log P - G parameter,False,uncond_mono-min15k-3205,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-3205,Low log P,O8,True
6,[Li]<-S=C1NC=CC(O)N1,-0.7038,23.102021327391377,0,0,[Li]<-S=C1NC=CC(O)N1,[Li]<-S=C1NC=C(C)C(O)(O)N1,0.2857142857142857,log P - G parameter,False,uncond_mono-min15k-1515,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-1515,Low log P,O8,True
7,[Li]<-NC1(C(=O)OC)CC1,-0.3493000000000001,21.88445010345377,0,0,[Li]<-NC1(C(=O)OC)CC1,[Li]<-NC(CCl)C(=O)OC,0.2777777777777778,log P - G parameter,False,uncond_mono-min15k-1231,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-1231,Low log P,O8,True
8,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,0.0371,20.714626770650963,0,0,[Li]<-n1ccc(-c2[nH]cnc2N)c(C(O)O)c1,[Li]<-n1ccc(-c2cncn2C)c(-c2ncc(C)[nH]2)c1,0.2894736842105263,log P - G parameter,False,uncond_mono-min15k-10819,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-10819,Low log P,O8,True
9,[Li]<-O=C(CO)CN1CCCC1,-0.3564000000000002,26.436415724972147,0,0,[Li]<-O=C(CO)CN1CCCC1,[Li]<-O=C(CCO)CN1CCCC1,0.7567567567567568,log P - G parameter,False,uncond_mono-min15k-2562,cond_mono-isolated_ligands-O8_optimized-uncond_mono-min15k-2562,Low log P,O8,True
0,[Li]<-P1(c2ccccc2)C=NC(N(C)C)C1,1.7234,23.8500716218367,0,0,[Li]<-P1(c2ccccc2)C=NC(N(C)C)C1,[Li]<-P1(c2ccccc2)Cc2ccc(Cl)cc2C1C,0.3478260869565217,log P,False,uncond_mono-min15k-9886,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-9886,Center,O1,True
1,[Li]<-n1cpcn1C=C,1.5637,23.2532229826516,0,0,[Li]<-n1cpcn1C=C,[Li]<-n1cpcn1C=Cc1ccc(Br)cc1,0.3541666666666667,log P,False,uncond_mono-min15k-791,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-791,Center,O1,True
2,[Li]<-n1oc(-c2[nH]nc(C)c2C)cc1C,1.98996,23.65908005729748,0,0,[Li]<-n1oc(-c2[nH]nc(C)c2C)cc1C,[Li]<-n1oc(-c2sc(C)cc2C)cc1C,0.4901960784313725,log P,False,uncond_mono-min15k-7308,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-7308,Center,O1,True
3,[Li]<-n1ccc(N(C)C)cc1C,1.45602,24.26388667833837,0,0,[Li]<-n1ccc(N(C)C)cc1C,[Li]<-n1ccccc1-c1ccc(Br)c(C)c1,0.2456140350877192,log P,False,uncond_mono-min15k-2599,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-2599,Center,O1,True
4,[Li]<-N(=Cc1ccccc1)CC,2.1254,23.571542256883653,0,0,[Li]<-N(=Cc1ccccc1)CC,[Li]<-N(=Cc1ccccc1)Cc1sccc1C,0.54,log P,False,uncond_mono-min15k-2618,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-2618,Center,O1,True
5,[Li]<-NC(CCl)c1ccccc1,1.9252,24.35142447875219,0,0,[Li]<-NC(CCl)c1ccccc1,[Li]<-n1cccc(N=NC(C)c2ccccc2C(C)C)c1,0.2083333333333333,log P,False,uncond_mono-min15k-2665,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-2665,Center,O1,True
6,[Li]<-N1=CC=CC(c2ccccc2)C1N,1.6956,24.025147222664334,0,0,[Li]<-N1=CC=CC(c2ccccc2)C1N,[Li]<-n1ccc(-c2ccccc2)c2c(CCl)cccc21,0.2666666666666666,log P,False,uncond_mono-min15k-8322,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-8322,Center,O1,True
7,[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,1.4873,23.08610536367977,0,0,[Li]<-n1ccn(CC(=O)c2ccc(F)cc2)c1N,[Li]<-n1ccn(Cc2ccc(C(F)(F)F)c(F)c2)c1,0.2631578947368421,log P,False,uncond_mono-min15k-13964,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-13964,Center,O1,True
8,[Li]<-S=C(NN=C(C)OC)C(=C)C,1.4593,23.36463472863282,0,0,[Li]<-S=C(NN=C(C)OC)C(=C)C,[Li]<-S=C(N=C(C)C(=C)C)c1ccccc1,0.2631578947368421,log P,False,uncond_mono-min15k-4923,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-4923,Center,O1,True
9,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,1.65119,23.08610536367977,0,0,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,[Be]=C1C=CC(C(F)(F)F)=C(c2cc(F)cc(F)c2)N1,0.3676470588235294,log P,False,uncond_mono-min15k-9102,cond_mono-isolated_ligands-O1_optimized-uncond_mono-min15k-9102,Center,O1,True
0,[Li]<-S=C1CNCN1c1ccc(C)c(C)c1,1.99794,22.6802482890339,0,0,[Li]<-S=C1CNCN1c1ccc(C)c(C)c1,[Be]=C1N(C)CCCN1c1ccc(C#N)cc1,0.2083333333333333,G parameter,False,uncond_mono-min15k-9618,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-9618,Center,O2,True
1,[Li]<-n1cccc(C)c1N=CC,2.11222,24.900525226802483,0,0,[Li]<-n1cccc(C)c1N=CC,[Li]<-n1c(C)cccc1N=CC,0.4634146341463415,G parameter,False,uncond_mono-min15k-2791,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-2791,Center,O2,True
2,[Li]<-S=C(NN=C(C)OC)C(=C)C,1.4593,23.36463472863282,0,0,[Li]<-S=C(NN=C(C)OC)C(=C)C,[Li]<-S=C(NC)C(=C)OCC,0.3255813953488372,G parameter,False,uncond_mono-min15k-4923,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-4923,Center,O2,True
3,[Li]<-n1ccc(C)c2[nH]c(C)cc21,2.17974,22.759828107591915,0,0,[Li]<-n1ccc(C)c2[nH]c(C)cc21,[Be]=C1N(C)C(C)=CN1c1ccnc(C)n1,0.2131147540983606,G parameter,False,uncond_mono-min15k-4921,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-4921,Center,O2,True
4,[Li]<-Nc1ccc2c(=O)ccoc2c1C,1.68362,22.863281871717337,0,0,[Li]<-Nc1ccc2c(=O)ccoc2c1C,[Li]<-Nc1c(I)cccc1C(=O)O,0.2241379310344827,G parameter,False,uncond_mono-min15k-6974,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-6974,Center,O2,True
5,[Li]<-S=C1NCCCN1[Si](C)(C)C,1.4014999999999995,23.12589527295877,0,0,[Li]<-S=C1NCCCN1[Si](C)(C)C,[Li]<-S=C1NCC(C)(C)CN1C,0.3260869565217391,G parameter,False,uncond_mono-min15k-4134,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-4134,Center,O2,True
6,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,1.65119,23.08610536367977,0,0,[Be]=C1C=CC(c2cccc(F)c2)=C(N)N1,[Be]=C1C=CC(c2ccc(N(C)C)cc2)=CN1C,0.2361111111111111,G parameter,False,uncond_mono-min15k-9102,cond_mono-isolated_ligands-O2_optimized-uncond_mono-min15k-9102,Center,O2,True
