Ligand ID,Atom count,Decoded SMILES,Connection IDs,Encoded SMILES,Coordination environment
uncond_bi-min10k-8674,34,S=P(Oc1cccnc1)(c1ccccc1)c1ccccn1,"[0, 20]",c1ccc(P2(Oc3cccnc3)=S->[Ir]<-n3ccccc32)cc1,"['N([C])([C])', 'S([P])']"
uncond_bi-min10k-8675,34,CC(C)C1COC(N(C)C2=NCCC2)=N1,"[10, 14]",CC(C)C1COC2=N1->[Ir]<-N1=C(CCC1)N2C,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8676,34,CN1[C]N(CCCN=Cc2ccccc2)C=C1,"[2, 7]",CN1C=CN2CCCN(=Cc3ccccc3)->[Ir]<-[Be]=C12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8677,34,ClC(c1ccccc1)N1[C]N(Cc2ccccn2)C=C1,"[9, 17]",ClC(c1ccccc1)N1C=CN2Cc3ccccn3->[Ir]<-[Be]=C21,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8678,34,c1ccc(NN=C(c2ccccn2)c2ccccn2)nc1,"[18, 19]",c1ccc(C2=NNc3ccccn3->[Ir]<-n3ccccc32)nc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8679,34,COc1cccc(-c2ccc(-c3ccccn3)nc2)c1,"[16, 17]",COc1cccc(-c2ccc3n(->[Ir]<-n4ccccc4-3)c2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8680,34,CC=Cc1ccc(N=Cc2ccccn2)c(C)c1,"[7, 14]",CC=Cc1ccc(N2->[Ir]<-n3ccccc3C=2)c(C)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8681,34,Cc1cccc(C)c1N=Cc1nc2ccccc2[nH]1,"[8, 11]",Cc1cccc(C)c1N1->[Ir]<-n2c([nH]c3ccccc32)C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8682,34,CC(C)(C=N)C1(N)CN=C(c2ccccc2)O1,"[4, 6]",CC1(C)C=N->[Ir]<-NC12CN=C(c1ccccc1)O2,"['N([C])', 'N([C])']"
uncond_bi-min10k-8683,34,NC1(C(S)S)CNCC(c2ccccc2Cl)C1,"[0, 4]",SC1S->[Ir]<-NC12CNCC(c1ccccc1Cl)C2,"['N([C])', 'S([C])']"
uncond_bi-min10k-8684,34,COc1nc(-c2ccc(C)c(OC)n2)ccc1C,"[3, 13]",COc1c(C)ccc2n1->[Ir]<-n1c-2ccc(C)c1OC,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8685,34,CS(=O)(=O)c1n[nH]c(-c2ccccn2)c1-c1ccccc1,"[6, 13]",CS(=O)(=O)c1n[nH]2->[Ir]<-n3ccccc3-c2c1-c1ccccc1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-8686,34,CCCC(N)(CCC)c1ccccn1,"[4, 13]",CCCC1(CCC)N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8687,34,c1ccc(-c2c[nH]c(-c3ccc4ccccc4n3)n2)cc1,"[17, 18]",c1ccc(-c2c[nH]c3n2->[Ir]<-n2c-3ccc3ccccc32)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8688,34,CC(N=CC1(N)C=CC=NC1)c1ccccc1,"[2, 5]",CC(c1ccccc1)N1->[Ir]<-NC2(C=CC=NC2)C=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8689,34,CC(NCCCCN)c1ccccc1,"[2, 7]",CC(c1ccccc1)N1->[Ir]<-NCCCC1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8690,34,Cc1cc(-c2ccccc2)nc(CN(C)C)n1,"[10, 13]",Cc1cc(-c2ccccc2)n2->[Ir]<-N(C)(C)Cc2n1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8691,34,C=CC(=N)C1(C=Nc2ccccc2)C=CC=CC1,"[3, 6]",C=CC1=N->[Ir]<-N(c2ccccc2)=CC12C=CC=CC2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8692,34,O=c1[nH]c2ccc(C=NCc3ccccn3)cc2cc1S,"[8, 15]",O=c1[nH]c2ccc(C=N3->[Ir]<-n4ccccc4C3)cc2cc1S,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8693,34,CC(O)c1cccnc1-c1ncccc1C(C)O,"[7, 10]",CC(O)c1cccn2->[Ir]<-n3cccc(C(C)O)c3-c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8694,34,Fc1cc(F)c(F)c(-n2c(-c3ccccn3)nc3ccccc32)c1,"[15, 16]",Fc1cc(F)c(F)c(-n2c3n(->[Ir]<-n4ccccc4-3)c3ccccc32)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8695,34,COc1cccc(Cn2nncc2-c2ccccn2)c1,"[8, 18]",COc1cccc(Cn23->[Ir]<-n4ccccc4-c2cnn3)c1,"['N([C])([C])', 'N([C])([C])([N])']"
uncond_bi-min10k-8696,34,ClC1=CN(Cc2ccc(Br)cc2)[C]N1Cc1ccccn1,"[12, 20]",ClC1=CN(Cc2ccc(Br)cc2)C2=[Be]->[Ir]<-n3ccccc3CN21,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8697,34,Fc1cc(Cl)cc(C=NCCN=Cc2cc(Cl)cc(Cl)c2)c1,"[8, 11]",Fc1cc(Cl)cc(C=N2->[Ir]<-N(=Cc3cc(Cl)cc(Cl)c3)CC2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8698,34,OC(O)c1nccnc1Nn1cc(-c2ccccc2)cn1,"[7, 10]",OC(O)c1nccn2->[Ir]<-n3(cc(-c4ccccc4)cn3)Nc12,"['N([C])([C])', 'N([C])([N])([N])']"
uncond_bi-min10k-8699,34,c1cc(-c2ccoc2)nc(-c2ccc(-c3ccoc3)cn2)c1,"[8, 20]",c1cc(-c2ccoc2)n2->[Ir]<-n3cc(-c4ccoc4)ccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8700,34,[C]NC1(c2ccccn2)NC=CN1c1noc(C)c1C,"[0, 8]",Cc1onc(N2C=CNC23NC=[Be]->[Ir]<-n2ccccc23)c1C,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-8701,34,CCN(CC)CC=Nc1cccc([N+](=O)[O-])c1,"[2, 7]",CCN1(CC)->[Ir]<-N(c2cccc([N+](=O)[O-])c2)=CC1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8702,34,Cc1cc(C)cc(N=Cc2ncc(C)cc2O)c1,"[7, 10]",Cc1cc(C)cc(N2->[Ir]<-n3cc(C)cc(O)c3C=2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8703,34,Cc1cccc(O)c1-c1cccc(C2=NCCN2)n1,"[14, 18]",Cc1cccc(O)c1-c1cccc2n1->[Ir]<-N1=C2NCC1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8704,34,COCC(C)Cn1ccc(-c2ccccn2)n1,"[15, 16]",COCC(C)Cn1ccc2n1->[Ir]<-n1ccccc1-2,"['N([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-8705,34,CC(CN=Cc1ccccn1)c1ccccc1O,"[3, 10]",CC(CN1->[Ir]<-n2ccccc2C=1)c1ccccc1O,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8706,34,CC(C)P(C(C)C)C1OCCN1N,"[3, 12]",CC(C)P1(C(C)C)->[Ir]<-NN2CCOC21,"['N([N])', 'P([C])([C])([C])']"
uncond_bi-min10k-8707,34,CC(=Nc1ccccc1)N1[C]N(C(C)C)C=C1,"[2, 10]",CC1=N(c2ccccc2)->[Ir]<-[Be]=C2N1C=CN2C(C)C,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8708,34,COC(=O)c1c(C)cnn1Nc1ncnc(C)c1C,"[9, 12]",COC(=O)c1c(C)cnn12->[Ir]<-n1cnc(C)c(C)c1N2,"['N([C])([C])', 'N([N])([C])([N])']"
uncond_bi-min10k-8709,34,CC(C)P(NC1NCCO1)C(C)C,"[3, 6]",CC(C)P1(C(C)C)->[Ir]<-N2CCOC2N1,"['N([C])([C])', 'P([C])([C])([N])']"
uncond_bi-min10k-8710,34,Oc1ccccc1N=Cc1cccc(-c2cccc(Br)n2)n1,"[20, 21]",Oc1ccccc1N=Cc1cccc2n1->[Ir]<-n1c(Br)cccc1-2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8711,34,CN=CC(OC)(c1ccccc1)c1ncc(N)[nH]1,"[1, 13]",COC1(c2ccccc2)C=N(C)->[Ir]<-n2cc(N)[nH]c21,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8712,34,NC(N)(c1ccc2ccccc2c1)c1ccccn1,"[2, 18]",NC1(c2ccc3ccccc3c2)N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8713,34,COC(C)N1[C]N(Cc2cccc(C)n2)C=C1,"[5, 14]",COC(C)N1C=CN2Cc3cccc(C)n3->[Ir]<-[Be]=C21,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8714,34,CN(C)C(C)(C)N=CC(C)(C)C=N,"[6, 12]",CN(C)C(C)(C)N1->[Ir]<-N=CC(C)(C)C=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8715,34,NC1=CN[C]N1C1=CNC(N)N1[C]c1ccccc1O,"[4, 12]",NC1=CNC2=[Be]->[Ir]<-[Be]=C(c3ccccc3O)N3C(=CNC3N)N21,"['C_carb([C])([N])', 'C_carb([N])([N])']"
uncond_bi-min10k-8716,34,CC(=NCc1nc2ccccc2[nH]1)c1ccccc1,"[2, 5]",CC(c1ccccc1)=N1->[Ir]<-n2c([nH]c3ccccc32)C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8717,34,N=CC12C=CC=CC1N=CN2NC(=O)c1cccc(F)c1,"[0, 10]",O=C(NN12->[Ir]<-N=CC13C=CC=CC3N=C2)c1cccc(F)c1,"['N([C])', 'N([N])([C])([C])']"
uncond_bi-min10k-8718,34,N=C1C=C(c2ccccc2)C=CC1=Nc1ccccc1,"[0, 13]",c1ccc(-c2ccc3c(c2)=N->[Ir]<-N=3c2ccccc2)cc1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8719,34,FC(F)(F)c1ccn(-c2cccc(N=Cc3ccccn3)c2)n1,"[13, 20]",FC(F)(F)c1ccn(-c2cccc(N3->[Ir]<-n4ccccc4C=3)c2)n1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8720,34,c1ccc(-c2ccn(-c3ccc4ccccc4n3)n2)cc1,"[17, 18]",c1ccc(-c2ccn3n2->[Ir]<-n2c-3ccc3ccccc32)cc1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-8721,34,CC(Br)(N=C1N=C(N)NC1=N)C12C=CC=CC1N=CN2,"[3, 10]",CC(Br)(N1->[Ir]<-N=c2[nH]c(N)nc2=1)C12C=CC=CC1N=CN2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8722,34,COc1cnc(-c2nc(OC)ccc2C)c(C)c1,"[4, 7]",COc1cc(C)c2n(->[Ir]<-n3c(OC)ccc(C)c3-2)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8723,34,CC(C)NCCN=Cc1cccc(O)c1O,"[3, 6]",CC(C)N1->[Ir]<-N(=Cc2cccc(O)c2O)CC1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8724,34,CC(N(C)C)n1cncc1CN(C)C,"[5, 11]",CC(N(C)C)n12->[Ir]<-N(C)(C)Cc1cnc2,"['N([C])([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8725,34,COC(=O)c1ccc(C(=O)N=CC(C)(C)C)nc1,"[10, 16]",COC(=O)c1ccc2n(->[Ir]<-N(=CC(C)(C)C)C2=O)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8726,34,c1ccc(Cn2cncc2N=Nc2ccccc2)cc1,"[5, 11]",c1ccc(Cn23->[Ir]<-N(c4ccccc4)=Nc2cnc3)cc1,"['N([C])([C])([C])', 'N([C])([N])']"
uncond_bi-min10k-8727,34,CCc1cccc(N=C(C)C(C)(C)O)c1,"[7, 13]",CCc1cccc(N2->[Ir]<-OC(C)(C)C=2C)c1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-8728,34,C=Cc1ccnc(-c2cccc(-c3ccccc3)n2)c1,"[5, 18]",C=Cc1ccn2->[Ir]<-n3c(-c4ccccc4)cccc3-c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8729,34,C=C(C)S(=O)(=O)NC(C)NCc1ccccn1,"[9, 16]",C=C(C)S(=O)(=O)NC(C)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8730,34,NCC1(NCc2cccc(Cl)c2)CCNC1,"[0, 3]",Clc1cccc(CN2->[Ir]<-NCC23CCNC3)c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8731,34,O=C1C(=Nc2cccc(Cl)c2)C2(C=CC=CC2)C=CC1Cl,"[0, 3]",Clc1cccc(N2->[Ir]<-O=C3C=2C2(C=CC=CC2)C=CC3Cl)c1,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-8732,34,[C]Nc1cnccc1N1CN(CC)c2ccccc21,"[0, 8]",CCN1CN2(->[Ir]<-[Be]=CNc3cnccc32)c2ccccc21,"['C_carb([N])', 'N([C])([C])([C])']"
uncond_bi-min10k-8733,34,CCOP(c1ccccc1)C(C)(C)CS,"[3, 14]",CCOP1(c2ccccc2)->[Ir]<-SCC1(C)C,"['P([O])([C])([C])', 'S([C])']"
uncond_bi-min10k-8734,34,CC(N=Cc1ccccn1)C(=O)Nc1ccccc1,"[2, 9]",CC(C(=O)Nc1ccccc1)N1->[Ir]<-n2ccccc2C=1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8735,34,Fc1cccc(-c2nc(-c3ccccn3)c3ccccn23)c1,"[7, 14]",Fc1cccc(-c2n3ccccc3c3n2->[Ir]<-n2ccccc2-3)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8736,34,c1ccc(-n2c(-c3ccccn3)nnc2-c2ccco2)cc1,"[11, 12]",c1ccc(-n2c(-c3ccco3)nn3->[Ir]<-n4ccccc4-c23)cc1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-8737,34,CC(NCc1ccccn1)Nc1cccc(Cl)c1,"[2, 9]",CC(Nc1cccc(Cl)c1)N1->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8738,34,CCOC(=O)c1ccccc1N=C1NCNC1N,"[4, 11]",CCOC1=O->[Ir]<-N(=C2NCNC2N)c2ccccc21,"['N([C])([C])', 'O([C])']"
uncond_bi-min10k-8739,34,Cc1cnc(C)c(C2=NC(c3ccccc3)CO2)n1,"[8, 18]",Cc1ncc(C)n2->[Ir]<-N3=C(OCC3c3ccccc3)c12,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8740,34,CC(=O)Cc1ccnc(C2(N)COCCN2)c1,"[7, 10]",CC(=O)Cc1ccn2->[Ir]<-NC3(COCCN3)c2c1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8741,34,CC(C)C1N=COC1(C=N)N1CCCC1,"[9, 10]",CC(C)C1N=COC12C=N->[Ir]<-N21CCCC1,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8742,34,N=CC1(Nc2ccc3ccccc3c2)CC=CC=N1,"[0, 3]",C1=CCC2(C=N->[Ir]<-N2c2ccc3ccccc3c2)N=C1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8743,34,[C]NC1(c2ccccn2)NCCN1c1ccccc1,"[0, 7]",[Be]1->[Ir]<-n2ccccc2C2(NC=1)NCCN2c1ccccc1,"['C_carb([N])', 'N([C])([C])']"
uncond_bi-min10k-8744,34,CC(=NO)N1[C]N(C(C)C)C(C(C)C)=C1,"[2, 5]",CC1=N(O)->[Ir]<-[Be]=C2N1C=C(C(C)C)N2C(C)C,"['C_carb([N])([N])', 'N([C])([O])']"
uncond_bi-min10k-8745,34,CC(=S)NN=C(Nc1ccccc1)c1ccccc1,"[2, 4]",CC1=S->[Ir]<-N(=C(Nc2ccccc2)c2ccccc2)N1,"['N([C])([N])', 'S([C])']"
uncond_bi-min10k-8746,34,N=C1C(N)=CC=C(c2ccccc2)C12C=CC=CN2,"[0, 18]",NC1=CC=C(c2ccccc2)C23C=CC=CN2->[Ir]<-N=C13,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8747,34,O=C(CCN=Cc1ccccn1)Nc1ccccc1,"[4, 11]",O=C(CCN1->[Ir]<-n2ccccc2C=1)Nc1ccccc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8748,34,NC1(c2ccccn2)CN=CC(=O)N1c1ccccc1,"[0, 7]",O=C1C=NCC2(N->[Ir]<-n3ccccc32)N1c1ccccc1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8749,34,Fc1cc(F)cc(-n2c(-c3ccccn3)nc3cc(F)c(F)c(F)c32)c1,"[14, 15]",Fc1cc(F)cc(-n2c3n(->[Ir]<-n4ccccc4-3)c3cc(F)c(F)c(F)c32)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8750,34,c1ccc(CSCc2cc(-c3ccccn3)[nH]n2)nc1,"[5, 17]",c1ccc(CS2->[Ir]<-n3[nH]c(-c4ccccn4)cc3C2)nc1,"['N([N])([C])', 'S([C])([C])']"
uncond_bi-min10k-8751,34,O=C(NCc1cccc(-c2cscn2)n1)c1ccccc1,"[13, 14]",O=C(NCc1cccc2n1->[Ir]<-n1cscc1-2)c1ccccc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8752,34,N=CC1(c2nc3ccccc3[nH]2)OC=Cc2cccc(F)c21,"[0, 4]",Fc1cccc2c1C1(C=N->[Ir]<-n3c1[nH]c1ccccc13)OC=C2,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8753,34,CC1(C)C(=O)C(=NNC(=O)CO)C=CC1(N)C=N,"[15, 17]",CC1(C)C(=O)C(=NNC(=O)CO)C=CC12C=N->[Ir]<-N2,"['N([C])', 'N([C])']"
uncond_bi-min10k-8754,34,CSCC1CCCC(c2ccccc2)N1,"[1, 14]",CS1->[Ir]<-N2C(CCCC2c2ccccc2)C1,"['N([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-8755,34,Cc1ccc(N=Cc2nccc(C)c2O)cc1C,"[5, 8]",Cc1ccc(N2->[Ir]<-n3ccc(C)c(O)c3C=2)cc1C,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8756,34,COc1ccccc1C=NN=C(C)c1ccccn1,"[10, 18]",COc1ccccc1C=NN1->[Ir]<-n2ccccc2C=1C,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-8757,34,CSc1ccc(-c2ccnc(-c3ccccn3)c2)cc1,"[9, 16]",CSc1ccc(-c2ccn3->[Ir]<-n4ccccc4-c3c2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8758,34,NC1(C=NC(=O)c2ccc3c(c2)OCO3)C=CC=CC1,"[0, 3]",O=C(c1ccc2c(c1)OCO2)N1->[Ir]<-NC2(C=CC=CC2)C=1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8759,34,CN(Cc1ccccn1)CC1(N)C=CNC1,"[8, 11]",CN1Cc2ccccn2->[Ir]<-NC2(C=CNC2)C1,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8760,34,NC(N)(Cc1ccc2c(c1)OCO2)c1ccccn1,"[2, 18]",NC1(Cc2ccc3c(c2)OCO3)N->[Ir]<-n2ccccc21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8761,34,CCC(C)NC1CCCCC1N,"[4, 11]",CCC(C)N1->[Ir]<-NC2CCCCC21,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8762,34,CC(C=N)(c1cc[nH]n1)C1CCCCC1,"[3, 8]",CC1(C2CCCCC2)C=N->[Ir]<-n2[nH]ccc21,"['N([C])', 'N([N])([C])']"
uncond_bi-min10k-8763,34,CCC(=N)N(C(=N)N)c1c(C)cccc1C,"[3, 6]",CCC1=N->[Ir]<-N=C(N)N1c1c(C)cccc1C,"['N([C])', 'N([C])']"
uncond_bi-min10k-8764,34,CN1[C]N(Cc2cc(-c3ccccc3)ccn2)C=C1,"[2, 16]",CN1C=CN2Cc3cc(-c4ccccc4)ccn3->[Ir]<-[Be]=C12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8765,34,NNC1(Nn2cccn2)C=CC2(C=CC=CC2)C1=O,"[0, 4]",O=C1C2(C=CC=CC2)C=CC12NN->[Ir]<-n1(cccn1)N2,"['N([C])([N])([N])', 'N([N])']"
uncond_bi-min10k-8766,34,CN(C)CCNCc1nc2ccccc2[nH]1,"[1, 8]",CN1(C)->[Ir]<-n2c([nH]c3ccccc32)CNCC1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8767,34,C=CCN(CC=CCO)Cc1ccccn1,"[3, 15]",C=CCN1(CC=CCO)->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8768,34,COC(=O)c1ccc(N2[C]N(c3ccccn3)C=C2)cc1,"[9, 16]",COC(=O)c1ccc(N2C=CN3C2=[Be]->[Ir]<-n2ccccc23)cc1,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8769,34,Fc1cccc(C=NCCN=Cc2cccc(Cl)c2Cl)c1Cl,"[7, 10]",Fc1cccc(C=N2->[Ir]<-N(=Cc3cccc(Cl)c3Cl)CC2)c1Cl,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8770,34,Cc1ccnc(-c2n[nH]c(-c3ccccc3)c2C)c1,"[4, 7]",Cc1ccn2->[Ir]<-n3[nH]c(-c4ccccc4)c(C)c3-c2c1,"['N([C])([C])', 'N([N])([C])']"
uncond_bi-min10k-8771,34,CC(O)c1ccc(-c2nc3ccccc3n2C)nc1,"[8, 17]",CC(O)c1ccc2n(->[Ir]<-n3c-2n(C)c2ccccc23)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8772,34,Cc1cnn(-c2ccc(Cl)cc2-c2ccccn2)c1C,"[4, 17]",Cc1cnn2(->[Ir]<-n3ccccc3-c3cc(Cl)ccc3-2)c1C,"['N([C])([C])', 'N([N])([C])([C])']"
uncond_bi-min10k-8773,34,CN1[C]N(C(c2ccccc2)c2cn(C)nn2)C=C1,"[2, 16]",CN1C=CN2C1=[Be]->[Ir]<-n1nn(C)cc1C2c1ccccc1,"['C_carb([N])([N])', 'N([N])([C])']"
uncond_bi-min10k-8774,34,c1ccc(-c2nc3ccccc3n2Cc2nccs2)cc1,"[12, 15]",c1ccc(-c2nc3ccccc3n23->[Ir]<-n2ccsc2C3)cc1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8775,34,CC(=O)Cn1c(-c2nccc3ccccc23)cncc1=O,"[4, 7]",CC(=O)Cn12->[Ir]<-n3ccc4ccccc4c3-c1cncc2=O,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8776,34,COc1ccccc1-c1ncn(Cc2ccccn2)n1,"[11, 18]",COc1ccccc1-c1ncn2(->[Ir]<-n3ccccc3C2)n1,"['N([C])([C])', 'N([C])([N])([C])']"
uncond_bi-min10k-8777,34,CN(Cc1ccccc1)C1(C=N)CC=CC=N1,"[1, 11]",CN1(Cc2ccccc2)->[Ir]<-N=CC12CC=CC=N2,"['N([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8778,34,COc1cc(C)cc(C=Nc2ccc(C(=O)O)cc2)n1,"[9, 19]",COc1cc(C)cc2n1->[Ir]<-N(c1ccc(C(=O)O)cc1)=C2,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8779,34,CC(C)SCc1cccnc1SC(C)C,"[3, 11]",CC(C)S1->[Ir]<-S(C(C)C)c2ncccc2C1,"['S([C])([C])', 'S([C])([C])']"
uncond_bi-min10k-8780,34,Clc1ccc(N(Cn2cccn2)Cn2cccn2)cc1,"[11, 17]",Clc1ccc(N2Cn3cccn3->[Ir]<-n3cccn3C2)cc1,"['N([C])([N])', 'N([C])([N])']"
uncond_bi-min10k-8781,34,CCN(Cc1ccccn1)c1ccc(P)cc1,"[2, 9]",CCN1(c2ccc(P)cc2)->[Ir]<-n2ccccc2C1,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8782,34,Cc1ccnc(C2=NCC(C(C)(C)C)O2)c1,"[4, 7]",Cc1ccn2->[Ir]<-N3=C(OC(C(C)(C)C)C3)c2c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8783,34,CC(NC(C)C(C)N)c1ccccc1,"[2, 7]",CC1N->[Ir]<-N(C(C)c2ccccc2)C1C,"['N([C])', 'N([C])([C])']"
uncond_bi-min10k-8784,34,Clc1cccc(SCc2cccc(-c3ccccn3)n2)c1,"[18, 19]",Clc1cccc(SCc2cccc3n2->[Ir]<-n2ccccc2-3)c1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8785,34,Cc1ccc(C)c(N=C2CC=CC2(N)C=N)c1,"[13, 15]",Cc1ccc(C)c(N=C2CC=CC23C=N->[Ir]<-N3)c1,"['N([C])', 'N([C])']"
uncond_bi-min10k-8786,34,CCN(Cc1ccccc1)Nc1c[nH]nc1N,"[2, 16]",CCN1(Cc2ccccc2)->[Ir]<-Nc2n[nH]cc2N1,"['N([C])', 'N([C])([C])([N])']"
uncond_bi-min10k-8787,34,C=CC(S)(CS)SC(C)n1cnc2ccccc21,"[5, 6]",C=CC1(S)CS->[Ir]<-S1C(C)n1cnc2ccccc21,"['S([C])', 'S([C])([C])']"
uncond_bi-min10k-8788,34,CN1[C]N(c2ncccc2N=Cc2ccc(Cl)cc2)C=C1,"[2, 10]",CN1C=CN2C1=[Be]->[Ir]<-N(=Cc1ccc(Cl)cc1)c1cccnc12,"['C_carb([N])([N])', 'N([C])([C])']"
uncond_bi-min10k-8789,34,COc1ccc(-c2ccnc(-c3ccccn3)c2)cc1,"[9, 16]",COc1ccc(-c2ccn3->[Ir]<-n4ccccc4-c3c2)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8790,34,CN(C)C1(C=Nc2ccccc2)CC=CC=N1,"[1, 5]",CN1(C)->[Ir]<-N(c2ccccc2)=CC12CC=CC=N2,"['N([C])([C])', 'N([C])([C])([C])']"
uncond_bi-min10k-8791,34,c1ccc(N2CCN=C2c2nc3ccccc3[nH]2)cc1,"[7, 10]",c1ccc(N2CCN3->[Ir]<-n4c([nH]c5ccccc54)C=32)cc1,"['N([C])([C])', 'N([C])([C])']"
uncond_bi-min10k-8792,34,CCOP(=O)(OCC)C(C=N)[SiH](C)C,"[4, 10]",CCOP1(OCC)=O->[Ir]<-N=CC1[SiH](C)C,"['N([C])', 'O([P])']"
