Unnamed: 0,name,smiles,stoichiometry,occurrence,parent_metal_occurrences,metal_bond_node_idx_groups,charge,custom_mol,connect_id,enriched_mol,enriched_smiles
3712,ligand3926-0,[C]1N(c2ccccc2)N=C(N1c1ccccc1)c1ccccc1,C20H15N3,8,"{'Re': ['ELUHAU-subgraph-1', 'KARKUK-subgraph-1', 'KARKOE-subgraph-2', 'MENZUB-subgraph-4', 'MEPBAL-subgraph-3', 'ELUGUN-subgraph-3'], 'W': ['YEJVIT-subgraph-5'], 'Mo': ['YEJVOZ-subgraph-4', 'YEJVOZ-subgraph-5']}","{'MEPBAL-subgraph-3': [[0]], 'MENZUB-subgraph-4': [[0]], 'ELUGUN-subgraph-3': [[0]], 'YEJVIT-subgraph-5': [[1]], 'KARKUK-subgraph-1': [[0]], 'YEJVOZ-subgraph-4': [[2]], 'YEJVOZ-subgraph-5': [[1]], 'ELUHAU-subgraph-1': [[0]], 'KARKOE-subgraph-2': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33652b0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badee0>,[Be]=[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1
3713,ligand3927-0,O=C1NC(=S)NC1,C3H4N2OS,2,"{'Cu': ['BEHFIF-subgraph-2', 'BEHFIF-subgraph-1', 'BEHFOL-subgraph-1']}","{'BEHFIF-subgraph-1': [[9]], 'BEHFIF-subgraph-2': [[9]], 'BEHFOL-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365300>,[[9]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b5f30>,[Li]<-S=C1NCC(=O)N1
3724,ligand3940-0,n1ccc(cc1)[N][N]c1ccccc1,C11H9N3,2,"{'Pt': ['AMAXUJ-subgraph-1', 'OMUCEG-subgraph-2']}","{'OMUCEG-subgraph-2': [[0]], 'AMAXUJ-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365350>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2badf80>,[Li]<-n1ccc(N=Nc2ccccc2)cc1
3725,ligand3941-0,O=C([O])CN1[CH]C=CC=C1,C7H7NO2,1,{'Zn': ['YAVDEG-subgraph-2']},{'YAVDEG-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d3a0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b5fd0>,[Li]<-O=C([O-])C[n+]1ccccc1
3731,ligand3948-0,P(c1ccccc1)(NC(=O)c1ccccc1)c1ccccc1,C19H16NOP,1,{'Rh': ['RETVUH-subgraph-2']},{'RETVUH-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c33653f0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae020>,[Li]<-P(NC(=O)c1ccccc1)(c1ccccc1)c1ccccc1
3733,ligand3950-0,[nH]1c(=S)[nH]c2c1cc(cc2)C,C8H8N2S,1,{'Pd': ['VIHXER-subgraph-2']},{'VIHXER-subgraph-2': [[5]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d440>,[[5]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6070>,[Li]<-S=c1[nH]c2ccc(C)cc2[nH]1
3734,ligand3951-0,c1nccn1c1cncnc1,C7H6N4,1,"{'Cd': ['UGARIF-subgraph-0', 'UGARIF-subgraph-2']}","{'UGARIF-subgraph-0': [[2]], 'UGARIF-subgraph-2': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d4e0>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710d97ce0c0>,[Li]<-n1ccn(-c2cncnc2)c1
3766,ligand3986-0,C[C]c1ccccc1,C8H8,1,{'Ir': ['JELSID-subgraph-3']},{'JELSID-subgraph-3': [[4]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365530>,[[4]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6110>,[Be]=[C](C)c1ccccc1
3769,ligand3989-0,O1NCC=CC1,C4H7NO,3,"{'Pt': ['WOBWAL-subgraph-2', 'WOBWAL-subgraph-3', 'GUGZEN-subgraph-3', 'GUGZIR-subgraph-3']}","{'WOBWAL-subgraph-2': [[1]], 'WOBWAL-subgraph-3': [[2]], 'GUGZIR-subgraph-3': [[1]], 'GUGZEN-subgraph-3': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d580>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae160>,[Li]<-N1CC=CCO1
3776,ligand3997-0,c1c(ccnc1N)C,C6H8N2,6,"{'Zn': ['IWUWAZ-subgraph-2', 'IJOFIY-subgraph-1', 'LERXEO-subgraph-2'], 'Pd': ['BEPTEV-subgraph-1', 'LIGGOX-subgraph-1'], 'Ru': ['EPOKIF-subgraph-2']}","{'IWUWAZ-subgraph-2': [[6]], 'BEPTEV-subgraph-1': [[0]], 'LERXEO-subgraph-2': [[1]], 'IJOFIY-subgraph-1': [[0]], 'LIGGOX-subgraph-1': [[3]], 'EPOKIF-subgraph-2': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33655d0>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba61b0>,[Li]<-n1ccc(C)cc1N
3783,ligand4004-0,Brc1cccc(c1CN1[C]N(C=C1)C)F,C11H10BrFN2,1,{'Ir': ['TIRFUY-subgraph-0']},{'TIRFUY-subgraph-0': [[15]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d620>,[[15]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae200>,[Be]=[C]1N(C)C=CN1Cc1c(F)cccc1Br
3800,ligand4021-0,[N]1CCC[C]1C#Cc1ccccc1,C12H11N,2,"{'Au': ['WONZUX-subgraph-3', 'WONREZ-subgraph-3', 'WONREZ-subgraph-1']}","{'WONREZ-subgraph-1': [[0]], 'WONREZ-subgraph-3': [[0]], 'WONZUX-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d670>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba6250>,[Li]<-N1=C(C#Cc2ccccc2)CCC1
3812,ligand4035-0,P(C(C)(C)C)(c1ccccc1N(C)C)C(C)(C)C,C16H28NP,2,"{'Cu': ['XOFNUE-subgraph-0', 'WIVCIP-subgraph-0']}","{'WIVCIP-subgraph-0': [[0]], 'XOFNUE-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33656c0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae2a0>,[Li]<-P(c1ccccc1N(C)C)(C(C)(C)C)C(C)(C)C
3813,ligand4036-0,N1(C=CN([C]1)C)C(C)C,C7H12N2,8,"{'Co': ['OWANOR-subgraph-3', 'OWANOR-subgraph-1'], 'Rh': ['OBOJAS-subgraph-2', 'OBOJAS-subgraph-0'], 'Ni': ['DENREU-subgraph-1', 'DENREU-subgraph-0', 'YIVDIQ-subgraph-1', 'YIVDIQ-subgraph-3'], 'Fe': ['EDIBUR-subgraph-0', 'EDIBUR-subgraph-2'], 'Mn': ['LAMVON-subgraph-0'], 'Ru': ['ONUHIP-subgraph-2', 'ONUHIP-subgraph-3', 'ONUHIP-subgraph-4'], 'Cu': ['KULYIA-subgraph-2', 'KULYIA-subgraph-0']}","{'OWANOR-subgraph-1': [[2]], 'OWANOR-subgraph-3': [[1]], 'OBOJAS-subgraph-0': [[1]], 'OBOJAS-subgraph-2': [[1]], 'DENREU-subgraph-0': [[0]], 'DENREU-subgraph-1': [[0]], 'YIVDIQ-subgraph-1': [[0]], 'YIVDIQ-subgraph-3': [[0]], 'EDIBUR-subgraph-0': [[1]], 'EDIBUR-subgraph-2': [[2]], 'LAMVON-subgraph-0': [[2]], 'ONUHIP-subgraph-2': [[2]], 'ONUHIP-subgraph-3': [[2]], 'ONUHIP-subgraph-4': [[1]], 'KULYIA-subgraph-0': [[0]], 'KULYIA-subgraph-2': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365710>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae2f0>,[Be]=[C]1N(C)C=CN1C(C)C
3818,ligand4043-0,[N](C(C)(C)C)[O],C4H9NO,2,"{'W': ['KEHPOC-subgraph-0'], 'Ru': ['HEZMIL-subgraph-0']}","{'KEHPOC-subgraph-0': [[0]], 'HEZMIL-subgraph-0': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365760>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6340>,[Li]<-N(=O)C(C)(C)C
3823,ligand4049-0,P(=O)(CCC)(CCC)CCC,C9H21OP,1,{'Mo': ['AVOVUC-subgraph-0']},{'AVOVUC-subgraph-0': [[1]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c33657b0>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae390>,[Li]<-O=P(CCC)(CCC)CCC
3827,ligand4053-0,S=c1nccc[nH]1,C4H4N2S,2,"{'Cu': ['LULVOD-subgraph-1', 'LULVUJ-subgraph-1']}","{'LULVOD-subgraph-1': [[0]], 'LULVUJ-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d800>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba63e0>,[Li]<-S=c1nccc[nH]1
3829,ligand4055-0,S=C(N/N=C(/c1ccccn1)\C)Nc1ccccc1,C14H14N4S,1,{'Cd': ['FOGQEX-subgraph-2']},{'FOGQEX-subgraph-2': [[18]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365850>,[[18]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae430>,[Li]<-n1ccccc1C(C)=NNC(=S)Nc1ccccc1
3831,ligand4057-0,c1(nnn[nH]1)c1ccc(cc1)C#N,C8H5N5,2,"{'Re': ['NOBKIA-subgraph-3', 'NOBKAS-subgraph-3']}","{'NOBKIA-subgraph-3': [[4]], 'NOBKAS-subgraph-3': [[4]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d8a0>,[[4]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae480>,[Li]<-n1n[nH]c(-c2ccc(C#N)cc2)n1
3854,ligand4081-0,c1nc2c(c(n1)N)ncn2CC,C7H9N5,3,"{'Zn': ['DAZJUK-subgraph-0'], 'Pt': ['QOFPIK-subgraph-2'], 'Ru': ['XINDEE-subgraph-2']}","{'DAZJUK-subgraph-0': [[9]], 'QOFPIK-subgraph-2': [[8]], 'XINDEE-subgraph-2': [[7]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333d8f0>,[[7]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae4d0>,[Li]<-n1cn(CC)c2ncnc(N)c21
3859,ligand4086-0,s1c(N)ncc1,C3H4N2S,6,"{'Zn': ['NIHTON-subgraph-3', 'IJIVON-subgraph-2', 'NIHTON-subgraph-2', 'WACDIN-subgraph-2', 'NIHTUT-subgraph-3', 'NIHTUT-subgraph-2', 'WACDIN-subgraph-3', 'IJIVON-subgraph-3'], 'Cd': ['DUPPEK-subgraph-3', 'DUPPEK-subgraph-5', 'DURWOD-subgraph-2', 'DURWOD-subgraph-0', 'DURWOD-subgraph-1', 'DUPPEK-subgraph-2', 'DUPPEK-subgraph-4']}","{'NIHTUT-subgraph-2': [[4]], 'NIHTUT-subgraph-3': [[4]], 'NIHTON-subgraph-2': [[4]], 'NIHTON-subgraph-3': [[4]], 'DURWOD-subgraph-0': [[4]], 'DURWOD-subgraph-1': [[4]], 'DURWOD-subgraph-2': [[4]], 'IJIVON-subgraph-2': [[5]], 'IJIVON-subgraph-3': [[3]], 'DUPPEK-subgraph-2': [[4]], 'DUPPEK-subgraph-3': [[6]], 'DUPPEK-subgraph-4': [[5]], 'DUPPEK-subgraph-5': [[3]], 'WACDIN-subgraph-2': [[4]], 'WACDIN-subgraph-3': [[4]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d940>,[[4]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae520>,[Li]<-n1ccsc1N
3868,ligand4095-0,O=C(CN1N=CN([C]1)Cc1ccccc1)NC(C)(C)C,C15H20N4O,2,"{'Au': ['UKEBIW-subgraph-1'], 'Ag': ['UKEBAO-subgraph-1']}","{'UKEBIW-subgraph-1': [[10]], 'UKEBAO-subgraph-1': [[10]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336d990>,[[10]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae570>,[Be]=[C]1N(Cc2ccccc2)C=NN1CC(=O)NC(C)(C)C
3880,ligand4107-0,O(C[C@@H]1CCCN1N)C,C6H14N2O,1,{'Rh': ['HEKWEZ-subgraph-2']},{'HEKWEZ-subgraph-2': [[16]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c33659e0>,[[16]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae5c0>,[Li]<-NN1CCCC1COC
3882,ligand4109-0,P(OCC)(c1ccccc1)c1ccccc1,C14H15OP,3,"{'Re': ['SUYPIL-subgraph-4', 'EKOROL-subgraph-2', 'SUYPIL-subgraph-5'], 'Mn': ['WUTXUE-subgraph-0', 'WUTXUE-subgraph-1']}","{'EKOROL-subgraph-2': [[0]], 'WUTXUE-subgraph-0': [[0]], 'WUTXUE-subgraph-1': [[0]], 'SUYPIL-subgraph-4': [[0]], 'SUYPIL-subgraph-5': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365a30>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba6610>,[Li]<-P(OCC)(c1ccccc1)c1ccccc1
3884,ligand4111-0,[N]1[C](C1)c1ccc(cc1)C,C9H9N,2,"{'Re': ['BOFHUA-subgraph-5', 'BOFHUA-subgraph-4'], 'Pd': ['TAZCPD-subgraph-1', 'TAZCPD-subgraph-3']}","{'BOFHUA-subgraph-4': [[0]], 'BOFHUA-subgraph-5': [[0]], 'TAZCPD-subgraph-1': [[0]], 'TAZCPD-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333da80>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6660>,[Li]<-N1=C(c2ccc(C)cc2)C1
3888,ligand4115-0,n1ccc(cc1NC(C)(C)C)C,C10H16N2,1,{'Ni': ['ECEXIU-subgraph-2']},{'ECEXIU-subgraph-2': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c336dad0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae6b0>,[Li]<-n1ccc(C)cc1NC(C)(C)C
3889,ligand4116-0,N1=NC(=CC1(CC)CC)C(=O)OC,C9H14N2O2,1,{'Cr': ['EHUSOP-subgraph-1']},{'EHUSOP-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365b20>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba6700>,[Li]<-N1=NC(C(=O)OC)=CC1(CC)CC
3893,ligand4120-0,O[C@@H]1[C@@H](N2N=CN([C]2)Cc2ccccc2)CCCC1,C15H19N3O,1,{'Au': ['UKAZUC-subgraph-1']},{'UKAZUC-subgraph-1': [[13]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333db70>,[[13]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae750>,[Be]=[C]1N(Cc2ccccc2)C=NN1C1CCCCC1O
3903,ligand4130-0,P(c1ccccc1)(c1ccccc1)Cc1ccc(cc1F)F,C19H15F2P,2,"{'Ir': ['IGOCEN-subgraph-1', 'IGOCAJ-subgraph-1']}","{'IGOCAJ-subgraph-1': [[0]], 'IGOCEN-subgraph-1': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333dbc0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b67a0>,[Li]<-P(Cc1ccc(F)cc1F)(c1ccccc1)c1ccccc1
3906,ligand4133-0,n1ccc(cc1)C=O,C6H5NO,1,{'Re': ['VAWCEE-subgraph-1']},{'VAWCEE-subgraph-1': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c333dc60>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b67f0>,[Li]<-n1ccc(C=O)cc1
3908,ligand4135-0,N1([C]N([C@@H]2[C@H]1[C@H]1c3ccccc3[C@@H]2c2c1cccc2)C)C,C19H18N2,1,{'Ag': ['NERWUE-subgraph-1']},{'NERWUE-subgraph-1': [[1]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365cb0>,[[1]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba6840>,[Be]=[C]1N(C)C2C3c4ccccc4C(c4ccccc43)C2N1C
3926,ligand4154-0,O=C1c2c3c(C(=O)N1CCCN1[C]N(C=C1)CCCC)cccc3ccc2,C22H23N3O2,1,{'Pd': ['HANVAW-subgraph-2']},{'HANVAW-subgraph-2': [[31]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365d00>,[[31]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae890>,[Be]=[C]1N(CCCC)C=CN1CCCN1C(=O)c2cccc3cccc(c23)C1=O
3931,ligand4159-0,S(C#N)CCCN1c2c(N([C]1)Cc1ccccc1)cccc2,C18H17N3S,2,"{'Pd': ['NONSEQ-subgraph-3', 'NONSEQ-subgraph-1', 'FASPAT-subgraph-2']}","{'FASPAT-subgraph-2': [[14]], 'NONSEQ-subgraph-1': [[14]], 'NONSEQ-subgraph-3': [[13]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365d50>,[[14]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae8e0>,[Be]=[C]1N(CCCSC#N)c2ccccc2N1Cc1ccccc1
3933,ligand4161-0,P1([C@H]2[C@@]3([C@]2([C@]1(C=C3C(=O)OC)C)C)C(=O)OC)c1ccccc1,C18H19O4P,2,"{'W': ['NOHCOC-subgraph-0'], 'Cr': ['CIYTAF-subgraph-0']}","{'NOHCOC-subgraph-0': [[0]], 'CIYTAF-subgraph-0': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365da0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae930>,[Li]<-P1(c2ccccc2)C2C3(C(=O)OC)C(C(=O)OC)=CC1(C)C23C
3934,ligand4162-0,N1([C]N(C=N1)C)C,C4H7N3,4,"{'Ir': ['IBAZAP-subgraph-1', 'JOHZEM-subgraph-1', 'IBAZAP-subgraph-2'], 'Ag': ['OGELAN-subgraph-0', 'OGELAN-subgraph-1'], 'Ni': ['RUNLAN-subgraph-3', 'RUNLAN-subgraph-2']}","{'IBAZAP-subgraph-1': [[1]], 'IBAZAP-subgraph-2': [[2]], 'OGELAN-subgraph-0': [[6]], 'OGELAN-subgraph-1': [[3]], 'RUNLAN-subgraph-2': [[1]], 'RUNLAN-subgraph-3': [[1]], 'JOHZEM-subgraph-1': [[2]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365df0>,[[3]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae980>,[Be]=[C]1N(C)C=NN1C
3939,ligand4167-0,c1([nH]ncc1)C(C)(C)C,C7H12N2,8,"{'Re': ['MOWYUT-subgraph-1', 'MOWYUT-subgraph-2'], 'W': ['RAKFAK-subgraph-2'], 'Zn': ['LECXAT-subgraph-2', 'WUGQEU-subgraph-2', 'WUGQEU-subgraph-1', 'WUKCIO-subgraph-2', 'WUKCIO-subgraph-1', 'WUGQEU-subgraph-3', 'LECXAT-subgraph-3', 'WUKCIO-subgraph-3'], 'Pd': ['DAFQEI-subgraph-3', 'DAFQEI-subgraph-2'], 'Co': ['ECOQOD-subgraph-3', 'ECOQOD-subgraph-0', 'ECOQOD-subgraph-2'], 'V': ['YOGJAF-subgraph-4', 'YOGJAF-subgraph-1']}","{'MOWYUT-subgraph-1': [[4]], 'MOWYUT-subgraph-2': [[7]], 'RAKFAK-subgraph-2': [[0]], 'WUGQEU-subgraph-1': [[0]], 'WUGQEU-subgraph-2': [[0]], 'WUGQEU-subgraph-3': [[0]], 'LECXAT-subgraph-2': [[0]], 'LECXAT-subgraph-3': [[0]], 'WUKCIO-subgraph-1': [[0]], 'WUKCIO-subgraph-2': [[0]], 'WUKCIO-subgraph-3': [[0]], 'DAFQEI-subgraph-2': [[0]], 'DAFQEI-subgraph-3': [[0]], 'ECOQOD-subgraph-0': [[0]], 'ECOQOD-subgraph-2': [[0]], 'ECOQOD-subgraph-3': [[2]], 'YOGJAF-subgraph-1': [[0]], 'YOGJAF-subgraph-4': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365e40>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bae9d0>,[Li]<-n1ccc(C(C)(C)C)[nH]1
3952,ligand4181-0,P(C)C1=CC=C([CH]1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C24H22P2,1,{'W': ['MOVXAW-subgraph-0']},{'MOVXAW-subgraph-0': [[0]]},0,<rdkit.Chem.rdchem.Mol object at 0x7710c336de90>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6a20>,[Li]<-P(C)C1=CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C=C1
3975,ligand4205-0,S=C(Nc1ncccn1)Nc1ccccc1,C11H10N4S,2,"{'Cu': ['QUHZOJ-subgraph-1', 'QUJBED-subgraph-1', 'QUJBED-subgraph-2', 'QUHZOJ-subgraph-2']}","{'QUJBED-subgraph-1': [[0]], 'QUJBED-subgraph-2': [[0]], 'QUHZOJ-subgraph-1': [[3]], 'QUHZOJ-subgraph-2': [[1]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365ee0>,[[3]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baea70>,[Li]<-S=C(Nc1ccccc1)Nc1ncccn1
3976,ligand4206-0,[nH]1c(=O)[nH]c2c(c1=O)c[nH]n2,C5H4N4O2,1,"{'Zn': ['LEFMUE-subgraph-1', 'LEFMUE-subgraph-3']}","{'LEFMUE-subgraph-1': [[11]], 'LEFMUE-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365f30>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baeac0>,[Li]<-n1[nH]cc2c(=O)[nH]c(=O)[nH]c21
3979,ligand4209-0,P1(N2C(=NCCC2)C2=NCCCN12)N(C)C,C10H18N5P,2,"{'Co': ['RIFLEZ-subgraph-0'], 'W': ['RIFHAR-subgraph-5']}","{'RIFLEZ-subgraph-0': [[0]], 'RIFHAR-subgraph-5': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3365f80>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baeb10>,[Li]<-P1(N(C)C)N2CCCN=C2C2=NCCCN21
3989,ligand4218-0,P(C(=C(F)F)F)(C(=C(F)F)F)c1ccccc1,C10H5F6P,2,"{'Pd': ['CISZAG-subgraph-1', 'CISZAG-subgraph-3'], 'Pt': ['CITBEN-subgraph-3', 'CITBEN-subgraph-2']}","{'CISZAG-subgraph-1': [[0]], 'CISZAG-subgraph-3': [[0]], 'CITBEN-subgraph-2': [[0]], 'CITBEN-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336dfd0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baeb60>,[Li]<-P(C(F)=C(F)F)(C(F)=C(F)F)c1ccccc1
3992,ligand4222-0,O=c1cc(n(n1c1ccccc1)C)C,C11H12N2O,2,"{'Zn': ['XIBNIG-subgraph-1', 'GUPVOE-subgraph-2', 'XIBNIG-subgraph-3', 'GUPVOE-subgraph-3']}","{'XIBNIG-subgraph-1': [[0]], 'XIBNIG-subgraph-3': [[0]], 'GUPVOE-subgraph-2': [[0]], 'GUPVOE-subgraph-3': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333e020>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baebb0>,[Li]<-O=c1cc(C)n(C)n1-c1ccccc1
3999,ligand4229-0,c1c(cc2c(n1)cccc2)N,C9H8N2,3,"{'Zn': ['PABZIE-subgraph-0', 'PABZIE-subgraph-1'], 'Rh': ['CEWPEZ-subgraph-1'], 'Cd': ['LABGUT-subgraph-1', 'LABGUT-subgraph-0']}","{'PABZIE-subgraph-0': [[3]], 'PABZIE-subgraph-1': [[3]], 'CEWPEZ-subgraph-1': [[0]], 'LABGUT-subgraph-0': [[1]], 'LABGUT-subgraph-1': [[3]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c3366070>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baec00>,[Li]<-n1cc(N)cc2ccccc21
4001,ligand4231-0,N1(c2c(C)cc(cc2C)C)[C]N(C=C1)CCC#N,C15H17N3,2,"{'Pd': ['LORDIG-subgraph-1', 'LORDAY-subgraph-2', 'LORDIG-subgraph-3']}","{'LORDIG-subgraph-1': [[2]], 'LORDIG-subgraph-3': [[1]], 'LORDAY-subgraph-2': [[3]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33660c0>,[[3]],<rdkit.Chem.rdchem.Mol object at 0x7710c2baec50>,[Be]=[C]1N(CCC#N)C=CN1c1c(C)cc(C)cc1C
4012,ligand4243-0,S(=O)(=O)(n1cccn1)c1cccc2c1nccc2,C12H9N3O2S,1,"{'Ag': ['RACGUZ-subgraph-0', 'RACGUZ-subgraph-1']}","{'RACGUZ-subgraph-0': [[6]], 'RACGUZ-subgraph-1': [[6]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c336e110>,[[6]],<rdkit.Chem.rdchem.Mol object at 0x7710c2bbeca0>,[Li]<-n1cccn1S(=O)(=O)c1cccc2cccnc12
4015,ligand4246-0,N1(C(C)(C)C)[C]N(C=C1)Cc1ccccc1,C14H18N2,2,"{'Au': ['YIVWAC-subgraph-1'], 'Pd': ['YIVWEG-subgraph-1', 'YIVWEG-subgraph-3']}","{'YIVWAC-subgraph-1': [[2]], 'YIVWEG-subgraph-1': [[2]], 'YIVWEG-subgraph-3': [[3]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333e160>,[[2]],<rdkit.Chem.rdchem.Mol object at 0x7710c2ba6cf0>,[Be]=[C]1N(Cc2ccccc2)C=CN1C(C)(C)C
4016,ligand4247-0,n1c2c(cccc2)c2c(n1)cccc2,C12H8N2,2,"{'Zn': ['RARZOB-subgraph-3', 'RARZOB-subgraph-2'], 'W': ['SUDGAZ-subgraph-5']}","{'RARZOB-subgraph-2': [[0]], 'RARZOB-subgraph-3': [[0]], 'SUDGAZ-subgraph-5': [[2]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c33661b0>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6d40>,[Li]<-n1nc2ccccc2c2ccccc21
4025,ligand4255-0,n1ccc(cc1)/C(=N/N)/C,C7H9N3,2,"{'Rh': ['JOKVOX-subgraph-3'], 'Ru': ['JOKVIR-subgraph-2']}","{'JOKVOX-subgraph-3': [[0]], 'JOKVIR-subgraph-2': [[0]]}",0,<rdkit.Chem.rdchem.Mol object at 0x7710c333e200>,[[0]],<rdkit.Chem.rdchem.Mol object at 0x7710c30b6d90>,[Li]<-n1ccc(C(C)=NN)cc1
